sample_id,path,sample_rate,frames,duration_seconds,sha256
pair_0005_happy,audio_speech_actors_01-24/Actor_02/03-01-03-01-01-02-02.wav,48000,177777,3.7036875,9a3c41ce92315e8727bee09cd7c4775d12b6d86fea5f7c20f5d90eb076a248d7
pair_0005_sad,audio_speech_actors_01-24/Actor_02/03-01-04-01-01-02-02.wav,48000,180981,3.7704375,da78102797dd0b1501d03ad4c6b3b0ea8054e3952d5918a9aaeecb41fd7589f5
pair_0006_happy,audio_speech_actors_01-24/Actor_02/03-01-03-01-02-01-02.wav,48000,180981,3.7704375,3e9668459238b80ac2b1c7b5ffe3d97c5382dcd60a7975d87fc4864b9c39e067
pair_0006_sad,audio_speech_actors_01-24/Actor_02/03-01-04-01-02-01-02.wav,48000,179379,3.7370625,05d80c8e8ffe4e53d9440a80be21a81df3f8bb26e80f5006e2e37d5acc100332
pair_0007_happy,audio_speech_actors_01-24/Actor_02/03-01-03-01-02-02-02.wav,48000,179380,3.7370833333333335,bd18aaec8b3ab71778f167b1c6f0ae4c9ff726946fa401b6681853055efeda01
pair_0007_sad,audio_speech_actors_01-24/Actor_02/03-01-04-01-02-02-02.wav,48000,180981,3.7704375,65e774df0f88c5c13bbdb5da25f8e49cbc1cee312df881ea74b0f9c812d470b7
pair_0008_happy,audio_speech_actors_01-24/Actor_03/03-01-03-01-01-01-03.wav,48000,180980,3.7704166666666667,bf7281f0cfb95f98be2ce95a9c7ab6e66997965b9084f41e839776b1c401d12a
pair_0008_sad,audio_speech_actors_01-24/Actor_03/03-01-04-01-01-01-03.wav,48000,172973,3.6036041666666665,36c9db23dc891df8a4eae9ecb9d9553a284e6e9b1c05db26ec4c56ad5a2096c8
pair_0009_happy,audio_speech_actors_01-24/Actor_03/03-01-03-01-01-02-03.wav,48000,172972,3.6035833333333334,3673c73ead5925f0b41b77f76118402be8e8d4988879f6ecd18abc44cc19fa54
pair_0009_sad,audio_speech_actors_01-24/Actor_03/03-01-04-01-01-02-03.wav,48000,171371,3.5702291666666666,920a39b9b5e7cc5be20a80120dbc5971dca76d3d1b40ef2227b3be2ad844e8c0
pair_0010_happy,audio_speech_actors_01-24/Actor_03/03-01-03-01-02-01-03.wav,48000,168168,3.5035,9ae11f747e207563a49434c8fe52c96cbe4003542de9ebb535dbcc615069607c
pair_0010_sad,audio_speech_actors_01-24/Actor_03/03-01-04-01-02-01-03.wav,48000,171371,3.5702291666666666,7c7b5bf72e22adf24c7ecc6b7047033a1218fc4bd58b94ef63aaa46c0d3fa804
pair_0011_happy,audio_speech_actors_01-24/Actor_03/03-01-03-01-02-02-03.wav,48000,168168,3.5035,4d54f39f6f3f3c3c1b94eb213dab2f73abd92da2900f26c4d34922aab71dc6f4
pair_0011_sad,audio_speech_actors_01-24/Actor_03/03-01-04-01-02-02-03.wav,48000,169770,3.536875,c7ab261efdae4c0bdf8a2aec93c6eecd9766470cb8b7ebe11e8994fb9e56f69d
pair_0012_happy,audio_speech_actors_01-24/Actor_04/03-01-03-01-01-01-04.wav,48000,168168,3.5035,3080245221302d843d80576ba27b63117aacb78569eef6151dee485293ce75c5
pair_0012_sad,audio_speech_actors_01-24/Actor_04/03-01-04-01-01-01-04.wav,48000,161762,3.370041666666667,8b6e0f419a113c05de859e17fcfb1af607991e99479d340ce38f4a713888b1c9
pair_0013_happy,audio_speech_actors_01-24/Actor_04/03-01-03-01-01-02-04.wav,48000,169769,3.5368541666666666,1ee011f02e8b7adf153c79e24e2b7b729ae4f85c6cf34f4fc502800b8083e5fe
pair_0013_sad,audio_speech_actors_01-24/Actor_04/03-01-04-01-01-02-04.wav,48000,163363,3.403395833333333,b9fa9f7cd4d3818c4ea88a657a0bcf6608e555f204caf59c560de07ea14faeb9
pair_0014_happy,audio_speech_actors_01-24/Actor_04/03-01-03-01-02-01-04.wav,48000,168168,3.5035,4de2dd416eec22448fe1c4df8037fd12d709dbaec9467d551ac253b0308f4309
pair_0014_sad,audio_speech_actors_01-24/Actor_04/03-01-04-01-02-01-04.wav,48000,164965,3.4367708333333336,9c3986476124f7de51fc9ea23c76efca2ff21da8c6babf6a6d825ca94e2e7bd4
pair_0015_happy,audio_speech_actors_01-24/Actor_04/03-01-03-01-02-02-04.wav,48000,164965,3.4367708333333336,dc04d8d802142c26087d4d3391a5e49211be49d638ae6da80d3155176fdc5b9f
pair_0015_sad,audio_speech_actors_01-24/Actor_04/03-01-04-01-02-02-04.wav,48000,166566,3.470125,80ea6b389658797b1b1f5667a8017280a6f47beb800847894f073ba820d080c9
pair_0016_happy,audio_speech_actors_01-24/Actor_05/03-01-03-01-01-01-05.wav,48000,192192,4.004,c5c44870e45fcbc64656786d57c924477042883e2a92791322ae2f80918a41d3
pair_0016_sad,audio_speech_actors_01-24/Actor_05/03-01-04-01-01-01-05.wav,48000,156957,3.2699375,7377f1402368664dec385427043c38a32a076d945f5df1b1c2f1f9e15e15e5a1
pair_0017_happy,audio_speech_actors_01-24/Actor_05/03-01-03-01-01-02-05.wav,48000,155355,3.2365625,13ec2eb6bd5a5f79dcca4f43d5354badc161ac5bb967abfee32901e902b4f5f4
pair_0017_sad,audio_speech_actors_01-24/Actor_05/03-01-04-01-01-02-05.wav,48000,174574,3.6369583333333333,a3b30ffdb171a75a4c4ae921ab880175f5004c37c30e239141fbf2c7103f0b6d
pair_0018_happy,audio_speech_actors_01-24/Actor_05/03-01-03-01-02-01-05.wav,48000,161761,3.3700208333333332,ec42e4068f7ce963e326b878f46c695efaaa7fbe20f7eb3a1d3fbffa72bfaf4c
pair_0018_sad,audio_speech_actors_01-24/Actor_05/03-01-04-01-02-01-05.wav,48000,148949,3.1031041666666668,432a43e7569a61a7b304cd413e432676dc2c0a4102ca782c918756cb609fcaa1
pair_0019_happy,audio_speech_actors_01-24/Actor_05/03-01-03-01-02-02-05.wav,48000,180981,3.7704375,beac21d0684e91a3f18085312ba5d59b0260e360292998deb32b436041e7454b
pair_0019_sad,audio_speech_actors_01-24/Actor_05/03-01-04-01-02-02-05.wav,48000,177777,3.7036875,3962e2dee5c32de6c3ab5cb9e4e37e254d2ea6750a646fdad0a569ea48f7825f
pair_0020_happy,audio_speech_actors_01-24/Actor_06/03-01-03-01-01-01-06.wav,48000,169769,3.5368541666666666,48a8e08541749be64f1b19737fbdbba6a9271886962cfd7bf1e9b94a6e7890a5
pair_0020_sad,audio_speech_actors_01-24/Actor_06/03-01-04-01-01-01-06.wav,48000,171371,3.5702291666666666,a1f54dfbeba22f5a7b22373a8470de851094d15582bb21392894be0a36badd6f
pair_0021_happy,audio_speech_actors_01-24/Actor_06/03-01-03-01-01-02-06.wav,48000,172973,3.6036041666666665,78e189b1feeb289de62b40b49461850651396823893f6dacddc57ce3b1f37e58
pair_0021_sad,audio_speech_actors_01-24/Actor_06/03-01-04-01-01-02-06.wav,48000,172973,3.6036041666666665,6ad745c5b36b0c4cbcb8d4b3819f16e3742dc34240ad6a6e555210371f0fe329
pair_0022_happy,audio_speech_actors_01-24/Actor_06/03-01-03-01-02-01-06.wav,48000,166566,3.470125,9fd7a1fbd39358c5cfac298fe3d5ed7bbb46c56f42288d94202eacb9703f71dd
pair_0022_sad,audio_speech_actors_01-24/Actor_06/03-01-04-01-02-01-06.wav,48000,166567,3.4701458333333335,27d13b234b1f3779ab4d0a4996a1aa57b4f4cc739643247c2ce1e722e52d7e06
pair_0023_happy,audio_speech_actors_01-24/Actor_06/03-01-03-01-02-02-06.wav,48000,164965,3.4367708333333336,50d809dbe772dade27e6b2769d80c086e26e004a3a38ee63415d3e82f0e39252
pair_0023_sad,audio_speech_actors_01-24/Actor_06/03-01-04-01-02-02-06.wav,48000,164965,3.4367708333333336,5160650002e9df83e19f5ae715587ba14c5abd1b26e37f58dbd01ce947673047
pair_0024_happy,audio_speech_actors_01-24/Actor_07/03-01-03-01-01-01-07.wav,48000,168168,3.5035,e0c967a7ea69dfd999af0fa1629e646196e567f1200c171a5e536752f863a687
pair_0024_sad,audio_speech_actors_01-24/Actor_07/03-01-04-01-01-01-07.wav,48000,169770,3.536875,bfaecf085338c9c0a92b25c9b8cf00ce1c60d033e51a41e8a586378e34faa408
pair_0025_happy,audio_speech_actors_01-24/Actor_07/03-01-03-01-01-02-07.wav,48000,166566,3.470125,a6dd4e362a29190c058570766c66862a479000359c77d064929908440469bf3c
pair_0025_sad,audio_speech_actors_01-24/Actor_07/03-01-04-01-01-02-07.wav,48000,172972,3.6035833333333334,8ad8fc398334f54bfb056e9a3154577c4f54e491f26fed377fb4b50e3479e860
pair_0026_happy,audio_speech_actors_01-24/Actor_07/03-01-03-01-02-01-07.wav,48000,163363,3.403395833333333,ad066a1993793b79c21a8c77e6d4b7dc67dd7d9053efa77e1844491e3681071c
pair_0026_sad,audio_speech_actors_01-24/Actor_07/03-01-04-01-02-01-07.wav,48000,169770,3.536875,64bbac8f959a5f93fcd3d5db71065a019ad50c7f9f9367e3de9cb16ae2c5b889
pair_0027_happy,audio_speech_actors_01-24/Actor_07/03-01-03-01-02-02-07.wav,48000,163363,3.403395833333333,ad066a1993793b79c21a8c77e6d4b7dc67dd7d9053efa77e1844491e3681071c
pair_0027_sad,audio_speech_actors_01-24/Actor_07/03-01-04-01-02-02-07.wav,48000,185785,3.8705208333333334,bd235785c73d70d68b4c38ef646438b893261196620d517cd2182702cf5686b7
pair_0028_happy,audio_speech_actors_01-24/Actor_08/03-01-03-01-01-01-08.wav,48000,168168,3.5035,05e03d90d279c552d090b3db74734fa5263123a860ee4707ac594991ca5db5f4
pair_0028_sad,audio_speech_actors_01-24/Actor_08/03-01-04-01-01-01-08.wav,48000,201802,4.204208333333334,31080846da414245b35e793fc78f1ef7e8a1f13d01b0ff5e7c7b48b40270f587
pair_0029_happy,audio_speech_actors_01-24/Actor_08/03-01-03-01-01-02-08.wav,48000,164964,3.43675,22ac07f8998e6fbe3da6669500f18bcb24d9bf0fa7fdce2f9a89c9b83e16a367
pair_0029_sad,audio_speech_actors_01-24/Actor_08/03-01-04-01-01-02-08.wav,48000,185785,3.8705208333333334,833407f4ba3920bf7b23005329e72b57253ee549b3607539cdf8b2d21c65d792
pair_0030_happy,audio_speech_actors_01-24/Actor_08/03-01-03-01-02-01-08.wav,48000,166566,3.470125,131be33f0ccbdaa500566a690e234806c580e1a792e3bedff3617ddde2f6b64f
pair_0030_sad,audio_speech_actors_01-24/Actor_08/03-01-04-01-02-01-08.wav,48000,171372,3.57025,06b32eb45667bad23ef5aacc5b6b90567d1b862f5e3d40c685827d1eea7a460c
pair_0031_happy,audio_speech_actors_01-24/Actor_08/03-01-03-01-02-02-08.wav,48000,164965,3.4367708333333336,bfe93ac0756084e369383f1873b4f0ad9308ccf9ae2d751e6240c3b40a281b58
pair_0031_sad,audio_speech_actors_01-24/Actor_08/03-01-04-01-02-02-08.wav,48000,172973,3.6036041666666665,2c1d0c4397b166b54ab082b30c47003d1ffee8f4219e693ff607dfbfaddd7ec2
pair_0032_happy,audio_speech_actors_01-24/Actor_09/03-01-03-01-01-01-09.wav,48000,160160,3.3366666666666664,00834f5d487c5b2f0756fedde0191b6d8733bf3068f5b6d636ae0ba035ca04a4
pair_0032_sad,audio_speech_actors_01-24/Actor_09/03-01-04-01-01-01-09.wav,48000,156957,3.2699375,bef9512a920c06d6166d894e0ce14f11af23eb5c093f691b754a5035452ee172
pair_0033_happy,audio_speech_actors_01-24/Actor_09/03-01-03-01-01-02-09.wav,48000,169769,3.5368541666666666,edbd76e8bb00c5ef7dbb58ea01d078c982e22d3d5cc338570e82a64f2c87956a
pair_0033_sad,audio_speech_actors_01-24/Actor_09/03-01-04-01-01-02-09.wav,48000,164964,3.43675,52ab73c03cd7ca9ccd3654efb08d979870668a61f343c09589f96218e10ac12f
pair_0034_happy,audio_speech_actors_01-24/Actor_09/03-01-03-01-02-01-09.wav,48000,158558,3.3032916666666665,34e97f4f2c3cb4a31480606bdd186256e018be082da88c392c420580a8fd8d06
pair_0034_sad,audio_speech_actors_01-24/Actor_09/03-01-04-01-02-01-09.wav,48000,163363,3.403395833333333,2ca9f5746076fe07279e8eb057dff7f0b23d57c18ac01d7a218f6e76e4b1f868
pair_0035_happy,audio_speech_actors_01-24/Actor_09/03-01-03-01-02-02-09.wav,48000,166567,3.4701458333333335,0ae97db74488c5d0a8063adeef759f1d260a0a8fe8ee3bbd2de58c4d46552356
pair_0035_sad,audio_speech_actors_01-24/Actor_09/03-01-04-01-02-02-09.wav,48000,163364,3.4034166666666668,2fff38312c98ffe973f222336e6d915ec7661e894b03f207fc09ee1e575a5b80
pair_0036_happy,audio_speech_actors_01-24/Actor_10/03-01-03-01-01-01-10.wav,48000,168168,3.5035,f1e62e5a1981022f6183596d96645880de1fdf7af38651ac1ff51a1478a5fd0e
pair_0036_sad,audio_speech_actors_01-24/Actor_10/03-01-04-01-01-01-10.wav,48000,158558,3.3032916666666665,a602a6bfc808591266c478fa10da006adf65738ef11c71338a90f8ee71b56d66
pair_0037_happy,audio_speech_actors_01-24/Actor_10/03-01-03-01-01-02-10.wav,48000,166566,3.470125,528f7c4a03e02c35842d229589c500cc9a799451221bd317732357d45ec5bbc7
pair_0037_sad,audio_speech_actors_01-24/Actor_10/03-01-04-01-01-02-10.wav,48000,166566,3.470125,478775b0e043ac2c5ab86a37f37acdf92cdf2087f5015132be7dc1fa40636f7d
pair_0038_happy,audio_speech_actors_01-24/Actor_10/03-01-03-01-02-01-10.wav,48000,158558,3.3032916666666665,a309e271121a45ac4929ba360d687a8e5f312383233f6745fdda15a9fdea4899
pair_0038_sad,audio_speech_actors_01-24/Actor_10/03-01-04-01-02-01-10.wav,48000,169770,3.536875,3ca143f7e43b45e431b21fdc32beb5451606f3b3b059c4968c96ec035fad2d01
pair_0039_happy,audio_speech_actors_01-24/Actor_10/03-01-03-01-02-02-10.wav,48000,160160,3.3366666666666664,b1e5721f49ef04ba4fa72f358270c7346473c90254d3927d7ba7435be47071cb
pair_0039_sad,audio_speech_actors_01-24/Actor_10/03-01-04-01-02-02-10.wav,48000,182582,3.8037916666666667,6769cc31697c6811201e56611886cef6a280ed1c53798e46a1041b6db0adbf35
pair_0040_happy,audio_speech_actors_01-24/Actor_11/03-01-03-01-01-01-11.wav,48000,148949,3.1031041666666668,4ca32e3e1191a44c925b2cf35b282d1a08060abf5a1fde0a71fd95c125273a3d
pair_0040_sad,audio_speech_actors_01-24/Actor_11/03-01-04-01-01-01-11.wav,48000,160160,3.3366666666666664,7f43323b686d299f43f70db330a5eabe03ea6f77b7ed14d31770e202b60f209c
pair_0041_happy,audio_speech_actors_01-24/Actor_11/03-01-03-01-01-02-11.wav,48000,153754,3.2032083333333334,f04b734f140249d0a2a247f8e49feca37a74403eebd26e5202bd1c86bcda13e9
pair_0041_sad,audio_speech_actors_01-24/Actor_11/03-01-04-01-01-02-11.wav,48000,172973,3.6036041666666665,c08da1d961ae78d1b59a8f676954121afbb1bff0bbdae29236bcd316c6c3ffdf
pair_0042_happy,audio_speech_actors_01-24/Actor_11/03-01-03-01-02-01-11.wav,48000,152152,3.1698333333333335,5766cbb077fc4ad13ec1b22c64c5dc18496f33615a9726524cbf5d3fc9beb8d0
pair_0042_sad,audio_speech_actors_01-24/Actor_11/03-01-04-01-02-01-11.wav,48000,169769,3.5368541666666666,f24f687b7001f156ea1f5a24ea25a47e49f1b51fa73b5e95a6e566a55e089aa7
pair_0043_happy,audio_speech_actors_01-24/Actor_11/03-01-03-01-02-02-11.wav,48000,155356,3.2365833333333334,c46ed8f226688d53a6d5b258027600c3f775cf2b9cbd992dcae9cefc6e06fd6a
pair_0043_sad,audio_speech_actors_01-24/Actor_11/03-01-04-01-02-02-11.wav,48000,164965,3.4367708333333336,e4caf0012f35d05816050cbd1968da905cb07105489156837878eaa15ebabc9b
pair_0044_happy,audio_speech_actors_01-24/Actor_12/03-01-03-01-01-01-12.wav,48000,177778,3.703708333333333,a0817aa8196eaf45573dbdaa1cbcbf8ab0fe67464246756d39017c18bfc822dd
pair_0044_sad,audio_speech_actors_01-24/Actor_12/03-01-04-01-01-01-12.wav,48000,176176,3.6703333333333332,96843c24763fb78909828bd1d6c99464ab835902071365ce75de9443216e0177
pair_0045_happy,audio_speech_actors_01-24/Actor_12/03-01-03-01-01-02-12.wav,48000,179379,3.7370625,b8d70e909464c086b100f0a7e363943e54b6db4ba4853f5827483660e96f95f6
pair_0045_sad,audio_speech_actors_01-24/Actor_12/03-01-04-01-01-02-12.wav,48000,172972,3.6035833333333334,6815cd28d67fa8a9da0c889184fe9bdba7ce0ebdd8fa93c38de6acba4c2fbaa4
pair_0046_happy,audio_speech_actors_01-24/Actor_12/03-01-03-01-02-01-12.wav,48000,168168,3.5035,98b6a3d230ec2400b2f9603440d97c35a45e682145fec53285bc12b8b8c5a4f0
pair_0046_sad,audio_speech_actors_01-24/Actor_12/03-01-04-01-02-01-12.wav,48000,176176,3.6703333333333332,12cd767e90a10ac3fa940be4b18ec5b5b0ccb3ec11b644bea35a5038284202bb
pair_0047_happy,audio_speech_actors_01-24/Actor_12/03-01-03-01-02-02-12.wav,48000,179380,3.7370833333333335,506e4bc884eb6d9becf9f31b597fb3fa5565cd58445395e8682917b7eed66ad6
pair_0047_sad,audio_speech_actors_01-24/Actor_12/03-01-04-01-02-02-12.wav,48000,171371,3.5702291666666666,ce5d6bea50e5bcf51597cf0bae790ae6c70ffc3e183e76cf04e32b9ba1376ea8
pair_0048_happy,audio_speech_actors_01-24/Actor_13/03-01-03-01-01-01-13.wav,48000,155355,3.2365625,35a47e559a1c647268c87a23d748fd6cd7ea82dde5201444a1f962ba376a2358
pair_0048_sad,audio_speech_actors_01-24/Actor_13/03-01-04-01-01-01-13.wav,48000,171371,3.5702291666666666,e38e2b5956ea85f12cfd6e9035dd2982e32f5194caf605578ad6d52b2ab9bc1a
pair_0049_happy,audio_speech_actors_01-24/Actor_13/03-01-03-01-01-02-13.wav,48000,153754,3.2032083333333334,6e436824becedab50be9a905928187d059ccc0f7a197ba8ca41f21f3d61766f3
pair_0049_sad,audio_speech_actors_01-24/Actor_13/03-01-04-01-01-02-13.wav,48000,169769,3.5368541666666666,3e7072dbbd86b607615652ec6abd84e3e5ee738b09717d6eae02992788bdb26d
pair_0050_happy,audio_speech_actors_01-24/Actor_13/03-01-03-01-02-01-13.wav,48000,150551,3.1364791666666667,aa2bd6d73ddd6c804deb4f24c6388499f53520384f289d11def9a4cd1e80d88f
pair_0050_sad,audio_speech_actors_01-24/Actor_13/03-01-04-01-02-01-13.wav,48000,164965,3.4367708333333336,1f99d28533ad8b40b6d1532aa000cd253584dcd18592cb0c394fbfa3e85ad08b
pair_0051_happy,audio_speech_actors_01-24/Actor_13/03-01-03-01-02-02-13.wav,48000,153754,3.2032083333333334,487fa927d6baa9c44213da603bf9b17bc3393cef24d7797482df8020e0f51bc0
pair_0051_sad,audio_speech_actors_01-24/Actor_13/03-01-04-01-02-02-13.wav,48000,161762,3.370041666666667,fac7817ce1cd3c092e21d82733bcc9defdc944c29d8afad120050d5504fc4e00
pair_0052_happy,audio_speech_actors_01-24/Actor_14/03-01-03-01-01-01-14.wav,48000,177778,3.703708333333333,8e7dbbfa3bb002d8dd8a335cee66447f3bb9526b97c0f3f29c44f8072d02b182
pair_0052_sad,audio_speech_actors_01-24/Actor_14/03-01-04-01-01-01-14.wav,48000,179379,3.7370625,248440b303b83e945ccc798ebcc6a7485aec8e2914cea1b4719dcf764841d3e6
pair_0053_happy,audio_speech_actors_01-24/Actor_14/03-01-03-01-01-02-14.wav,48000,176176,3.6703333333333332,2e8d14cc171dc7549dc48f24bde34c996a424a4ff13e0416212b046abfaa034d
pair_0053_sad,audio_speech_actors_01-24/Actor_14/03-01-04-01-01-02-14.wav,48000,172973,3.6036041666666665,c37442655fc39c97685419295227153268f05864f197a96bccb58f24f23483e6
pair_0054_happy,audio_speech_actors_01-24/Actor_14/03-01-03-01-02-01-14.wav,48000,163363,3.403395833333333,14ba5a2473d5e4828b5a79c134784067de32b45ffbdc53f3372546f3261f64be
pair_0054_sad,audio_speech_actors_01-24/Actor_14/03-01-04-01-02-01-14.wav,48000,172973,3.6036041666666665,1240db3d900702fb25e624f635f9091ec29c2efbf9044be0f9dcd08b9bfbdfdc
pair_0055_happy,audio_speech_actors_01-24/Actor_14/03-01-03-01-02-02-14.wav,48000,166566,3.470125,0fcf9e43e1bb75c2bac841ac901218b0242a93e2b10fcb5937890589d48c9880
pair_0055_sad,audio_speech_actors_01-24/Actor_14/03-01-04-01-02-02-14.wav,48000,169770,3.536875,7951893de0382f857aec9fba55f238cf2a1680832b87935a5ca751386dc3c1d9
pair_0056_happy,audio_speech_actors_01-24/Actor_15/03-01-03-01-01-01-15.wav,48000,163363,3.403395833333333,8fcf6fa0e5e6b474b7178e6f42f265a333902d7d1fc0c18c0481f3a0fae11c10
pair_0056_sad,audio_speech_actors_01-24/Actor_15/03-01-04-01-01-01-15.wav,48000,168168,3.5035,bbabdf2d4bb0d75322fbe24b8395dffbd9f1b59cd87badd755b62749f1b222f2
pair_0057_happy,audio_speech_actors_01-24/Actor_15/03-01-03-01-01-02-15.wav,48000,160160,3.3366666666666664,c4fe94047a45bdf1a8189c8f0122771439d1e0e75c635a36946fa645a3504cbd
pair_0057_sad,audio_speech_actors_01-24/Actor_15/03-01-04-01-01-02-15.wav,48000,158558,3.3032916666666665,1a0668b8d92cfe78fb4d270f86524d8ece12d107b0b549d930622122d7d9a294
pair_0058_happy,audio_speech_actors_01-24/Actor_15/03-01-03-01-02-01-15.wav,48000,160160,3.3366666666666664,101afbac1e1b00b2255a18d69217186419b95af518f5299d97123ba2fc58f9f7
pair_0058_sad,audio_speech_actors_01-24/Actor_15/03-01-04-01-02-01-15.wav,48000,158559,3.3033125,09aed5442a43ff49412088ab983a849c56ba48293d7524a63a7179c86c2c8680
pair_0059_happy,audio_speech_actors_01-24/Actor_15/03-01-03-01-02-02-15.wav,48000,164965,3.4367708333333336,6c3d2d68904996ee687c1a23d92c7673340072187250984837387e19a0aea644
pair_0059_sad,audio_speech_actors_01-24/Actor_15/03-01-04-01-02-02-15.wav,48000,161761,3.3700208333333332,6345c6ab16c1c5675de43c7dba40820fa1bf40f60aca9beaa47f5314eee69ddf
pair_0060_happy,audio_speech_actors_01-24/Actor_16/03-01-03-01-01-01-16.wav,48000,177778,3.703708333333333,83bd9769403184f883195463b48a653a1680b43693539ef000081cf459b0f741
pair_0060_sad,audio_speech_actors_01-24/Actor_16/03-01-04-01-01-01-16.wav,48000,171371,3.5702291666666666,559c3f1cd08af5a819246d08881ae759a59c535d0edac97bb17f3e3607c630aa
pair_0061_happy,audio_speech_actors_01-24/Actor_16/03-01-03-01-01-02-16.wav,48000,176176,3.6703333333333332,986f21a4c4a95a177e29e05e43dfd44d1d12eb61263b027a3de3ff3207ce24ee
pair_0061_sad,audio_speech_actors_01-24/Actor_16/03-01-04-01-01-02-16.wav,48000,174574,3.6369583333333333,2014cbb1113b85f9bdb33a11c7d812e16f5b99966c1e58667aec2df00d77b1a3
pair_0062_happy,audio_speech_actors_01-24/Actor_16/03-01-03-01-02-01-16.wav,48000,179379,3.7370625,0762cd5d977f9766d63e38f21471ddeebb27a722a3932ddea0f6ffd9a291f4f4
pair_0062_sad,audio_speech_actors_01-24/Actor_16/03-01-04-01-02-01-16.wav,48000,163364,3.4034166666666668,e0150b2e3e5c27e2f8353d25d59182631a263f2b09fef2c2cf3c682e0add43de
pair_0063_happy,audio_speech_actors_01-24/Actor_16/03-01-03-01-02-02-16.wav,48000,176176,3.6703333333333332,4526991a74bc382bbbd0c58b7c6c65d3557901eef3b9c129f767403b7dd95eca
pair_0063_sad,audio_speech_actors_01-24/Actor_16/03-01-04-01-02-02-16.wav,48000,168168,3.5035,f8e6d926e8ed9ea66b9ef9b77480de77567129e8b70017f2439395def719091d
pair_0064_happy,audio_speech_actors_01-24/Actor_17/03-01-03-01-01-01-17.wav,48000,166566,3.470125,a8ba4d925dabaa286577ad8cada0452c9d6d964a29a38ed8dec35d21f5b1fc21
pair_0064_sad,audio_speech_actors_01-24/Actor_17/03-01-04-01-01-01-17.wav,48000,176176,3.6703333333333332,d7e521d72e834c7c03c720bbef21ca13893f3b3972ccc9d6ee6daae24dc85f7d
pair_0065_happy,audio_speech_actors_01-24/Actor_17/03-01-03-01-01-02-17.wav,48000,169770,3.536875,3ce520d0766b853826b0b368c95beeb86950e5b200dba717441f89ab0a5f66d7
pair_0065_sad,audio_speech_actors_01-24/Actor_17/03-01-04-01-01-02-17.wav,48000,168168,3.5035,08d7ab40b81b789be5f666741079faa0e1c8d43d5b95013aaec3d4dd2e681549
pair_0066_happy,audio_speech_actors_01-24/Actor_17/03-01-03-01-02-01-17.wav,48000,166567,3.4701458333333335,c6096eb2cceecb74d04e230092b442c41f8ca7922cd5e30970f8d365b63b9411
pair_0066_sad,audio_speech_actors_01-24/Actor_17/03-01-04-01-02-01-17.wav,48000,171371,3.5702291666666666,40e6b070942649a79b1cd9a2a8f992831823892916e79f0afe79509a84a959f7
pair_0067_happy,audio_speech_actors_01-24/Actor_17/03-01-03-01-02-02-17.wav,48000,169769,3.5368541666666666,f101f53c904ef36f22e083d67b86fa570e8cc061224b2931f206a4acf735f6e4
pair_0067_sad,audio_speech_actors_01-24/Actor_17/03-01-04-01-02-02-17.wav,48000,172973,3.6036041666666665,28c6eebd8a5be4db110e067a917a9e5621aee8a1669f79301b37f73293dcf220
pair_0068_happy,audio_speech_actors_01-24/Actor_18/03-01-03-01-01-01-18.wav,48000,163363,3.403395833333333,b2cf2591512dd911b1ea6e03e5c76ab3677362753c321b7fb0df23ece5ddc35d
