regime,fold,subset,sample_id
speaker,actor_01_statement_None,train,pair_0082_happy
speaker,actor_01_statement_None,train,pair_0082_sad
speaker,actor_01_statement_None,train,pair_0083_happy
speaker,actor_01_statement_None,train,pair_0083_sad
speaker,actor_01_statement_None,train,pair_0084_happy
speaker,actor_01_statement_None,train,pair_0084_sad
speaker,actor_01_statement_None,train,pair_0085_happy
speaker,actor_01_statement_None,train,pair_0085_sad
speaker,actor_01_statement_None,train,pair_0086_happy
speaker,actor_01_statement_None,train,pair_0086_sad
speaker,actor_01_statement_None,train,pair_0087_happy
speaker,actor_01_statement_None,train,pair_0087_sad
speaker,actor_01_statement_None,train,pair_0088_happy
speaker,actor_01_statement_None,train,pair_0088_sad
speaker,actor_01_statement_None,train,pair_0089_happy
speaker,actor_01_statement_None,train,pair_0089_sad
speaker,actor_01_statement_None,train,pair_0090_happy
speaker,actor_01_statement_None,train,pair_0090_sad
speaker,actor_01_statement_None,train,pair_0091_happy
speaker,actor_01_statement_None,train,pair_0091_sad
speaker,actor_01_statement_None,train,pair_0092_happy
speaker,actor_01_statement_None,train,pair_0092_sad
speaker,actor_01_statement_None,train,pair_0093_happy
speaker,actor_01_statement_None,train,pair_0093_sad
speaker,actor_01_statement_None,train,pair_0094_happy
speaker,actor_01_statement_None,train,pair_0094_sad
speaker,actor_01_statement_None,train,pair_0095_happy
speaker,actor_01_statement_None,train,pair_0095_sad
speaker,actor_01_statement_None,test,pair_0000_happy
speaker,actor_01_statement_None,test,pair_0000_sad
speaker,actor_01_statement_None,test,pair_0001_happy
speaker,actor_01_statement_None,test,pair_0001_sad
speaker,actor_01_statement_None,test,pair_0002_happy
speaker,actor_01_statement_None,test,pair_0002_sad
speaker,actor_01_statement_None,test,pair_0003_happy
speaker,actor_01_statement_None,test,pair_0003_sad
speaker,actor_02_statement_None,train,pair_0000_happy
speaker,actor_02_statement_None,train,pair_0000_sad
speaker,actor_02_statement_None,train,pair_0001_happy
speaker,actor_02_statement_None,train,pair_0001_sad
speaker,actor_02_statement_None,train,pair_0002_happy
speaker,actor_02_statement_None,train,pair_0002_sad
speaker,actor_02_statement_None,train,pair_0003_happy
speaker,actor_02_statement_None,train,pair_0003_sad
speaker,actor_02_statement_None,train,pair_0008_happy
speaker,actor_02_statement_None,train,pair_0008_sad
speaker,actor_02_statement_None,train,pair_0009_happy
speaker,actor_02_statement_None,train,pair_0009_sad
speaker,actor_02_statement_None,train,pair_0010_happy
speaker,actor_02_statement_None,train,pair_0010_sad
speaker,actor_02_statement_None,train,pair_0011_happy
speaker,actor_02_statement_None,train,pair_0011_sad
speaker,actor_02_statement_None,train,pair_0012_happy
speaker,actor_02_statement_None,train,pair_0012_sad
speaker,actor_02_statement_None,train,pair_0013_happy
speaker,actor_02_statement_None,train,pair_0013_sad
speaker,actor_02_statement_None,train,pair_0014_happy
speaker,actor_02_statement_None,train,pair_0014_sad
speaker,actor_02_statement_None,train,pair_0015_happy
speaker,actor_02_statement_None,train,pair_0015_sad
speaker,actor_02_statement_None,train,pair_0016_happy
speaker,actor_02_statement_None,train,pair_0016_sad
speaker,actor_02_statement_None,train,pair_0017_happy
speaker,actor_02_statement_None,train,pair_0017_sad
speaker,actor_02_statement_None,train,pair_0018_happy
speaker,actor_02_statement_None,train,pair_0018_sad
speaker,actor_02_statement_None,train,pair_0019_happy
speaker,actor_02_statement_None,train,pair_0019_sad
speaker,actor_02_statement_None,train,pair_0020_happy
speaker,actor_02_statement_None,train,pair_0020_sad
speaker,actor_02_statement_None,train,pair_0021_happy
speaker,actor_02_statement_None,train,pair_0021_sad
speaker,actor_02_statement_None,train,pair_0022_happy
speaker,actor_02_statement_None,train,pair_0022_sad
speaker,actor_02_statement_None,train,pair_0023_happy
speaker,actor_02_statement_None,train,pair_0023_sad
speaker,actor_02_statement_None,train,pair_0024_happy
speaker,actor_02_statement_None,train,pair_0024_sad
speaker,actor_02_statement_None,train,pair_0025_happy
speaker,actor_02_statement_None,train,pair_0025_sad
speaker,actor_02_statement_None,train,pair_0026_happy
speaker,actor_02_statement_None,train,pair_0026_sad
speaker,actor_02_statement_None,train,pair_0027_happy
speaker,actor_02_statement_None,train,pair_0027_sad
speaker,actor_02_statement_None,train,pair_0028_happy
speaker,actor_02_statement_None,train,pair_0028_sad
speaker,actor_02_statement_None,train,pair_0029_happy
speaker,actor_02_statement_None,train,pair_0029_sad
speaker,actor_02_statement_None,train,pair_0030_happy
speaker,actor_02_statement_None,train,pair_0030_sad
speaker,actor_02_statement_None,train,pair_0031_happy
speaker,actor_02_statement_None,train,pair_0031_sad
speaker,actor_02_statement_None,train,pair_0032_happy
speaker,actor_02_statement_None,train,pair_0032_sad
speaker,actor_02_statement_None,train,pair_0033_happy
speaker,actor_02_statement_None,train,pair_0033_sad
speaker,actor_02_statement_None,train,pair_0034_happy
speaker,actor_02_statement_None,train,pair_0034_sad
speaker,actor_02_statement_None,train,pair_0035_happy
speaker,actor_02_statement_None,train,pair_0035_sad
speaker,actor_02_statement_None,train,pair_0036_happy
speaker,actor_02_statement_None,train,pair_0036_sad
speaker,actor_02_statement_None,train,pair_0037_happy
speaker,actor_02_statement_None,train,pair_0037_sad
speaker,actor_02_statement_None,train,pair_0038_happy
speaker,actor_02_statement_None,train,pair_0038_sad
speaker,actor_02_statement_None,train,pair_0039_happy
speaker,actor_02_statement_None,train,pair_0039_sad
speaker,actor_02_statement_None,train,pair_0040_happy
speaker,actor_02_statement_None,train,pair_0040_sad
speaker,actor_02_statement_None,train,pair_0041_happy
speaker,actor_02_statement_None,train,pair_0041_sad
speaker,actor_02_statement_None,train,pair_0042_happy
speaker,actor_02_statement_None,train,pair_0042_sad
speaker,actor_02_statement_None,train,pair_0043_happy
speaker,actor_02_statement_None,train,pair_0043_sad
speaker,actor_02_statement_None,train,pair_0044_happy
speaker,actor_02_statement_None,train,pair_0044_sad
speaker,actor_02_statement_None,train,pair_0045_happy
speaker,actor_02_statement_None,train,pair_0045_sad
speaker,actor_02_statement_None,train,pair_0046_happy
speaker,actor_02_statement_None,train,pair_0046_sad
speaker,actor_02_statement_None,train,pair_0047_happy
speaker,actor_02_statement_None,train,pair_0047_sad
speaker,actor_02_statement_None,train,pair_0048_happy
speaker,actor_02_statement_None,train,pair_0048_sad
speaker,actor_02_statement_None,train,pair_0049_happy
speaker,actor_02_statement_None,train,pair_0049_sad
speaker,actor_02_statement_None,train,pair_0050_happy
speaker,actor_02_statement_None,train,pair_0050_sad
speaker,actor_02_statement_None,train,pair_0051_happy
speaker,actor_02_statement_None,train,pair_0051_sad
speaker,actor_02_statement_None,train,pair_0052_happy
speaker,actor_02_statement_None,train,pair_0052_sad
speaker,actor_02_statement_None,train,pair_0053_happy
speaker,actor_02_statement_None,train,pair_0053_sad
speaker,actor_02_statement_None,train,pair_0054_happy
speaker,actor_02_statement_None,train,pair_0054_sad
speaker,actor_02_statement_None,train,pair_0055_happy
speaker,actor_02_statement_None,train,pair_0055_sad
speaker,actor_02_statement_None,train,pair_0056_happy
speaker,actor_02_statement_None,train,pair_0056_sad
speaker,actor_02_statement_None,train,pair_0057_happy
speaker,actor_02_statement_None,train,pair_0057_sad
speaker,actor_02_statement_None,train,pair_0058_happy
speaker,actor_02_statement_None,train,pair_0058_sad
speaker,actor_02_statement_None,train,pair_0059_happy
speaker,actor_02_statement_None,train,pair_0059_sad
speaker,actor_02_statement_None,train,pair_0060_happy
speaker,actor_02_statement_None,train,pair_0060_sad
speaker,actor_02_statement_None,train,pair_0061_happy
speaker,actor_02_statement_None,train,pair_0061_sad
speaker,actor_02_statement_None,train,pair_0062_happy
speaker,actor_02_statement_None,train,pair_0062_sad
speaker,actor_02_statement_None,train,pair_0063_happy
speaker,actor_02_statement_None,train,pair_0063_sad
speaker,actor_02_statement_None,train,pair_0064_happy
speaker,actor_02_statement_None,train,pair_0064_sad
speaker,actor_02_statement_None,train,pair_0065_happy
speaker,actor_02_statement_None,train,pair_0065_sad
speaker,actor_02_statement_None,train,pair_0066_happy
speaker,actor_02_statement_None,train,pair_0066_sad
speaker,actor_02_statement_None,train,pair_0067_happy
speaker,actor_02_statement_None,train,pair_0067_sad
speaker,actor_02_statement_None,train,pair_0068_happy
speaker,actor_02_statement_None,train,pair_0068_sad
speaker,actor_02_statement_None,train,pair_0069_happy
speaker,actor_02_statement_None,train,pair_0069_sad
speaker,actor_02_statement_None,train,pair_0070_happy
speaker,actor_02_statement_None,train,pair_0070_sad
speaker,actor_02_statement_None,train,pair_0071_happy
speaker,actor_02_statement_None,train,pair_0071_sad
speaker,actor_02_statement_None,train,pair_0072_happy
speaker,actor_02_statement_None,train,pair_0072_sad
speaker,actor_02_statement_None,train,pair_0073_happy
speaker,actor_02_statement_None,train,pair_0073_sad
speaker,actor_02_statement_None,train,pair_0074_happy
speaker,actor_02_statement_None,train,pair_0074_sad
speaker,actor_02_statement_None,train,pair_0075_happy
speaker,actor_02_statement_None,train,pair_0075_sad
speaker,actor_02_statement_None,train,pair_0076_happy
speaker,actor_02_statement_None,train,pair_0076_sad
speaker,actor_02_statement_None,train,pair_0077_happy
speaker,actor_02_statement_None,train,pair_0077_sad
speaker,actor_02_statement_None,train,pair_0078_happy
speaker,actor_02_statement_None,train,pair_0078_sad
speaker,actor_02_statement_None,train,pair_0079_happy
speaker,actor_02_statement_None,train,pair_0079_sad
speaker,actor_02_statement_None,train,pair_0080_happy
speaker,actor_02_statement_None,train,pair_0080_sad
speaker,actor_02_statement_None,train,pair_0081_happy
speaker,actor_02_statement_None,train,pair_0081_sad
speaker,actor_02_statement_None,train,pair_0082_happy
speaker,actor_02_statement_None,train,pair_0082_sad
speaker,actor_02_statement_None,train,pair_0083_happy
speaker,actor_02_statement_None,train,pair_0083_sad
speaker,actor_02_statement_None,train,pair_0084_happy
speaker,actor_02_statement_None,train,pair_0084_sad
speaker,actor_02_statement_None,train,pair_0085_happy
speaker,actor_02_statement_None,train,pair_0085_sad
speaker,actor_02_statement_None,train,pair_0086_happy
speaker,actor_02_statement_None,train,pair_0086_sad
speaker,actor_02_statement_None,train,pair_0087_happy
speaker,actor_02_statement_None,train,pair_0087_sad
speaker,actor_02_statement_None,train,pair_0088_happy
speaker,actor_02_statement_None,train,pair_0088_sad
speaker,actor_02_statement_None,train,pair_0089_happy
speaker,actor_02_statement_None,train,pair_0089_sad
speaker,actor_02_statement_None,train,pair_0090_happy
speaker,actor_02_statement_None,train,pair_0090_sad
speaker,actor_02_statement_None,train,pair_0091_happy
speaker,actor_02_statement_None,train,pair_0091_sad
speaker,actor_02_statement_None,train,pair_0092_happy
speaker,actor_02_statement_None,train,pair_0092_sad
speaker,actor_02_statement_None,train,pair_0093_happy
speaker,actor_02_statement_None,train,pair_0093_sad
speaker,actor_02_statement_None,train,pair_0094_happy
speaker,actor_02_statement_None,train,pair_0094_sad
speaker,actor_02_statement_None,train,pair_0095_happy
speaker,actor_02_statement_None,train,pair_0095_sad
speaker,actor_02_statement_None,test,pair_0004_happy
speaker,actor_02_statement_None,test,pair_0004_sad
speaker,actor_02_statement_None,test,pair_0005_happy
speaker,actor_02_statement_None,test,pair_0005_sad
speaker,actor_02_statement_None,test,pair_0006_happy
speaker,actor_02_statement_None,test,pair_0006_sad
speaker,actor_02_statement_None,test,pair_0007_happy
speaker,actor_02_statement_None,test,pair_0007_sad
speaker,actor_03_statement_None,train,pair_0000_happy
speaker,actor_03_statement_None,train,pair_0000_sad
speaker,actor_03_statement_None,train,pair_0001_happy
speaker,actor_03_statement_None,train,pair_0001_sad
speaker,actor_03_statement_None,train,pair_0002_happy
speaker,actor_03_statement_None,train,pair_0002_sad
speaker,actor_03_statement_None,train,pair_0003_happy
speaker,actor_03_statement_None,train,pair_0003_sad
speaker,actor_03_statement_None,train,pair_0004_happy
speaker,actor_03_statement_None,train,pair_0004_sad
speaker,actor_03_statement_None,train,pair_0005_happy
speaker,actor_03_statement_None,train,pair_0005_sad
speaker,actor_03_statement_None,train,pair_0006_happy
speaker,actor_03_statement_None,train,pair_0006_sad
speaker,actor_03_statement_None,train,pair_0007_happy
speaker,actor_03_statement_None,train,pair_0007_sad
speaker,actor_03_statement_None,train,pair_0012_happy
speaker,actor_03_statement_None,train,pair_0012_sad
speaker,actor_03_statement_None,train,pair_0013_happy
speaker,actor_03_statement_None,train,pair_0013_sad
speaker,actor_03_statement_None,train,pair_0014_happy
speaker,actor_03_statement_None,train,pair_0014_sad
speaker,actor_03_statement_None,train,pair_0015_happy
speaker,actor_03_statement_None,train,pair_0015_sad
speaker,actor_03_statement_None,train,pair_0016_happy
speaker,actor_03_statement_None,train,pair_0016_sad
speaker,actor_03_statement_None,train,pair_0017_happy
speaker,actor_03_statement_None,train,pair_0017_sad
speaker,actor_03_statement_None,train,pair_0018_happy
speaker,actor_03_statement_None,train,pair_0018_sad
speaker,actor_03_statement_None,train,pair_0019_happy
speaker,actor_03_statement_None,train,pair_0019_sad
speaker,actor_03_statement_None,train,pair_0020_happy
speaker,actor_03_statement_None,train,pair_0020_sad
speaker,actor_03_statement_None,train,pair_0021_happy
speaker,actor_03_statement_None,train,pair_0021_sad
speaker,actor_03_statement_None,train,pair_0022_happy
speaker,actor_03_statement_None,train,pair_0022_sad
speaker,actor_03_statement_None,train,pair_0023_happy
speaker,actor_03_statement_None,train,pair_0023_sad
speaker,actor_03_statement_None,train,pair_0024_happy
speaker,actor_03_statement_None,train,pair_0024_sad
speaker,actor_03_statement_None,train,pair_0025_happy
speaker,actor_03_statement_None,train,pair_0025_sad
speaker,actor_03_statement_None,train,pair_0026_happy
speaker,actor_03_statement_None,train,pair_0026_sad
speaker,actor_03_statement_None,train,pair_0027_happy
speaker,actor_03_statement_None,train,pair_0027_sad
speaker,actor_03_statement_None,train,pair_0028_happy
speaker,actor_03_statement_None,train,pair_0028_sad
speaker,actor_03_statement_None,train,pair_0029_happy
speaker,actor_03_statement_None,train,pair_0029_sad
speaker,actor_03_statement_None,train,pair_0030_happy
speaker,actor_03_statement_None,train,pair_0030_sad
speaker,actor_03_statement_None,train,pair_0031_happy
speaker,actor_03_statement_None,train,pair_0031_sad
speaker,actor_03_statement_None,train,pair_0032_happy
speaker,actor_03_statement_None,train,pair_0032_sad
speaker,actor_03_statement_None,train,pair_0033_happy
speaker,actor_03_statement_None,train,pair_0033_sad
speaker,actor_03_statement_None,train,pair_0034_happy
speaker,actor_03_statement_None,train,pair_0034_sad
speaker,actor_03_statement_None,train,pair_0035_happy
speaker,actor_03_statement_None,train,pair_0035_sad
speaker,actor_03_statement_None,train,pair_0036_happy
speaker,actor_03_statement_None,train,pair_0036_sad
speaker,actor_03_statement_None,train,pair_0037_happy
speaker,actor_03_statement_None,train,pair_0037_sad
speaker,actor_03_statement_None,train,pair_0038_happy
speaker,actor_03_statement_None,train,pair_0038_sad
speaker,actor_03_statement_None,train,pair_0039_happy
speaker,actor_03_statement_None,train,pair_0039_sad
speaker,actor_03_statement_None,train,pair_0040_happy
speaker,actor_03_statement_None,train,pair_0040_sad
speaker,actor_03_statement_None,train,pair_0041_happy
speaker,actor_03_statement_None,train,pair_0041_sad
speaker,actor_03_statement_None,train,pair_0042_happy
speaker,actor_03_statement_None,train,pair_0042_sad
speaker,actor_03_statement_None,train,pair_0043_happy
speaker,actor_03_statement_None,train,pair_0043_sad
speaker,actor_03_statement_None,train,pair_0044_happy
speaker,actor_03_statement_None,train,pair_0044_sad
speaker,actor_03_statement_None,train,pair_0045_happy
speaker,actor_03_statement_None,train,pair_0045_sad
speaker,actor_03_statement_None,train,pair_0046_happy
speaker,actor_03_statement_None,train,pair_0046_sad
speaker,actor_03_statement_None,train,pair_0047_happy
speaker,actor_03_statement_None,train,pair_0047_sad
speaker,actor_03_statement_None,train,pair_0048_happy
speaker,actor_03_statement_None,train,pair_0048_sad
speaker,actor_03_statement_None,train,pair_0049_happy
speaker,actor_03_statement_None,train,pair_0049_sad
speaker,actor_03_statement_None,train,pair_0050_happy
speaker,actor_03_statement_None,train,pair_0050_sad
speaker,actor_03_statement_None,train,pair_0051_happy
speaker,actor_03_statement_None,train,pair_0051_sad
speaker,actor_03_statement_None,train,pair_0052_happy
speaker,actor_03_statement_None,train,pair_0052_sad
speaker,actor_03_statement_None,train,pair_0053_happy
speaker,actor_03_statement_None,train,pair_0053_sad
speaker,actor_03_statement_None,train,pair_0054_happy
speaker,actor_03_statement_None,train,pair_0054_sad
speaker,actor_03_statement_None,train,pair_0055_happy
speaker,actor_03_statement_None,train,pair_0055_sad
speaker,actor_03_statement_None,train,pair_0056_happy
speaker,actor_03_statement_None,train,pair_0056_sad
speaker,actor_03_statement_None,train,pair_0057_happy
speaker,actor_03_statement_None,train,pair_0057_sad
speaker,actor_03_statement_None,train,pair_0058_happy
speaker,actor_03_statement_None,train,pair_0058_sad
speaker,actor_03_statement_None,train,pair_0059_happy
speaker,actor_03_statement_None,train,pair_0059_sad
speaker,actor_03_statement_None,train,pair_0060_happy
speaker,actor_03_statement_None,train,pair_0060_sad
speaker,actor_03_statement_None,train,pair_0061_happy
speaker,actor_03_statement_None,train,pair_0061_sad
speaker,actor_03_statement_None,train,pair_0062_happy
speaker,actor_03_statement_None,train,pair_0062_sad
speaker,actor_03_statement_None,train,pair_0063_happy
speaker,actor_03_statement_None,train,pair_0063_sad
speaker,actor_03_statement_None,train,pair_0064_happy
speaker,actor_03_statement_None,train,pair_0064_sad
speaker,actor_03_statement_None,train,pair_0065_happy
speaker,actor_03_statement_None,train,pair_0065_sad
speaker,actor_03_statement_None,train,pair_0066_happy
speaker,actor_03_statement_None,train,pair_0066_sad
speaker,actor_03_statement_None,train,pair_0067_happy
speaker,actor_03_statement_None,train,pair_0067_sad
speaker,actor_03_statement_None,train,pair_0068_happy
speaker,actor_03_statement_None,train,pair_0068_sad
speaker,actor_03_statement_None,train,pair_0069_happy
speaker,actor_03_statement_None,train,pair_0069_sad
speaker,actor_03_statement_None,train,pair_0070_happy
speaker,actor_03_statement_None,train,pair_0070_sad
speaker,actor_03_statement_None,train,pair_0071_happy
speaker,actor_03_statement_None,train,pair_0071_sad
speaker,actor_03_statement_None,train,pair_0072_happy
speaker,actor_03_statement_None,train,pair_0072_sad
speaker,actor_03_statement_None,train,pair_0073_happy
speaker,actor_03_statement_None,train,pair_0073_sad
speaker,actor_03_statement_None,train,pair_0074_happy
speaker,actor_03_statement_None,train,pair_0074_sad
speaker,actor_03_statement_None,train,pair_0075_happy
speaker,actor_03_statement_None,train,pair_0075_sad
speaker,actor_03_statement_None,train,pair_0076_happy
speaker,actor_03_statement_None,train,pair_0076_sad
speaker,actor_03_statement_None,train,pair_0077_happy
speaker,actor_03_statement_None,train,pair_0077_sad
speaker,actor_03_statement_None,train,pair_0078_happy
speaker,actor_03_statement_None,train,pair_0078_sad
speaker,actor_03_statement_None,train,pair_0079_happy
speaker,actor_03_statement_None,train,pair_0079_sad
speaker,actor_03_statement_None,train,pair_0080_happy
speaker,actor_03_statement_None,train,pair_0080_sad
speaker,actor_03_statement_None,train,pair_0081_happy
speaker,actor_03_statement_None,train,pair_0081_sad
speaker,actor_03_statement_None,train,pair_0082_happy
speaker,actor_03_statement_None,train,pair_0082_sad
speaker,actor_03_statement_None,train,pair_0083_happy
speaker,actor_03_statement_None,train,pair_0083_sad
speaker,actor_03_statement_None,train,pair_0084_happy
speaker,actor_03_statement_None,train,pair_0084_sad
speaker,actor_03_statement_None,train,pair_0085_happy
speaker,actor_03_statement_None,train,pair_0085_sad
speaker,actor_03_statement_None,train,pair_0086_happy
speaker,actor_03_statement_None,train,pair_0086_sad
speaker,actor_03_statement_None,train,pair_0087_happy
speaker,actor_03_statement_None,train,pair_0087_sad
speaker,actor_03_statement_None,train,pair_0088_happy
speaker,actor_03_statement_None,train,pair_0088_sad
speaker,actor_03_statement_None,train,pair_0089_happy
speaker,actor_03_statement_None,train,pair_0089_sad
speaker,actor_03_statement_None,train,pair_0090_happy
speaker,actor_03_statement_None,train,pair_0090_sad
