sample_id,path,sample_rate,frames,duration_seconds,sha256
1003_ITH_XX_happy,AudioWAV/1003_ITH_HAP_XX.wav,16000,50183,3.1364375,df4af4a4d1b1a0412dc85bd24a80e614a8cd3ef903fe6ca7e4b720d618cfc4fe
1003_ITH_XX_sad,AudioWAV/1003_ITH_SAD_XX.wav,16000,58191,3.6369375,c71a78696bc6034b67ade198cf2e22cd84a82c58e2ad49c8d7fbe7e38d3bd6bd
1003_ITS_XX_happy,AudioWAV/1003_ITS_HAP_XX.wav,16000,59793,3.7370625,9da470a79b6fc37925b1253112d467e8a32b0d5d4de7ca55d1f2aa878f4e9d2b
1003_ITS_XX_sad,AudioWAV/1003_ITS_SAD_XX.wav,16000,56056,3.5035,b9d5f944d7658b41c6dd296597f005c1fc2016d3fcf9e37713b79e2002abdec9
1003_IWL_XX_happy,AudioWAV/1003_IWL_HAP_XX.wav,16000,62462,3.903875,9975de6d87526ddaeb21928222668cc1f1d15bd6ac5f990066612c15217bbad8
1003_IWL_XX_sad,AudioWAV/1003_IWL_SAD_XX.wav,16000,59793,3.7370625,8ccd279007363fdcc3061f4491e4e64c05120703f0c3ba72c31a8fa503ddb575
1003_IWW_XX_happy,AudioWAV/1003_IWW_HAP_XX.wav,16000,56056,3.5035,40e1d60174a9a00e783fcf7f2d1562e1485d2f0aaca5797b4d1642f256f085f6
1003_IWW_XX_sad,AudioWAV/1003_IWW_SAD_XX.wav,16000,43243,2.7026875,43cfa16160da7dc0ebd780e6f7588eaab107499bf688e657b80f7efaa00b6295
1003_MTI_XX_happy,AudioWAV/1003_MTI_HAP_XX.wav,16000,52853,3.3033125,d724075ebf2937575f7e28c48d07b1cef6a79e84149a0cafb1b437cad75dbeeb
1003_MTI_XX_sad,AudioWAV/1003_MTI_SAD_XX.wav,16000,60327,3.7704375,62d3a85b1270d984e21f358145463b7820e9c7785b7cd06d99a1a482ba3dac06
1003_TAI_XX_happy,AudioWAV/1003_TAI_HAP_XX.wav,16000,50183,3.1364375,fa5b516f062852d0103cc4a66d7c2190e84b59b0cba2bc51aaa8318eb202c953
1003_TAI_XX_sad,AudioWAV/1003_TAI_SAD_XX.wav,16000,35769,2.2355625,969d9414c973662bf6a5fe45e9c47ff8b72303023f4bff075b28834043b206ac
1003_TIE_XX_happy,AudioWAV/1003_TIE_HAP_XX.wav,16000,52319,3.2699375,a12652a82ab0fea619f81fc9ecf5fc1903846ae5d9fa7158bc9815f7293dcd4b
1003_TIE_XX_sad,AudioWAV/1003_TIE_SAD_XX.wav,16000,69937,4.3710625,136c44ea5e6396edf08f0a0b5090bde53b6d0e167d7325094c1602f823990526
1003_TSI_XX_happy,AudioWAV/1003_TSI_HAP_XX.wav,16000,53920,3.37,a5782c27a72ed786727c208e8445d4f2eb457c02bf90a3f86b0d216ee2ad4bc0
1003_TSI_XX_sad,AudioWAV/1003_TSI_SAD_XX.wav,16000,47514,2.969625,f763f6108fbb16784da0a06d6b65b2f78891360cd3e0c97c611537517ef58cae
1003_WSI_XX_happy,AudioWAV/1003_WSI_HAP_XX.wav,16000,50717,3.1698125,7cf68678ad9b62a67e4be16073484c730445fe178aaa767055cfda6ce8623304
1003_WSI_XX_sad,AudioWAV/1003_WSI_SAD_XX.wav,16000,53920,3.37,6a55d03bc2903451c27da19f97c0e752128dc8a8f407ac37aa528334b678abd8
1004_DFA_XX_happy,AudioWAV/1004_DFA_HAP_XX.wav,16000,43777,2.7360625,76a164bf558b556e76e3b12ef359c71132ca648ae2a78e76a4b2fdc1d76d4897
1004_DFA_XX_sad,AudioWAV/1004_DFA_SAD_XX.wav,16000,45379,2.8361875,e937c72551290f4df34065e7863881f93c53518cb9f13055daeeda0f5ab04428
1004_IOM_XX_happy,AudioWAV/1004_IOM_HAP_XX.wav,16000,35769,2.2355625,d51ee1bc4d8acee6776d711b2890b17eb69d370341849d5918ed40b24fc1b085
1004_IOM_XX_sad,AudioWAV/1004_IOM_SAD_XX.wav,16000,45912,2.8695,6418187f3f5319ff8b3133c398a80ff96f2d0a5b12efb91d173a1c50e6f31a8f
1004_ITH_XX_happy,AudioWAV/1004_ITH_HAP_XX.wav,16000,48048,3.003,92ac5b39b3d209172e13008732c0fefe4175f0b4dba3332a671e645eab44c232
1004_ITH_XX_sad,AudioWAV/1004_ITH_SAD_XX.wav,16000,56590,3.536875,49c1cfce3ec4486678bfe1b173fe2844b1c3e1285f14631be8277a5b3cbc69d5
1004_ITS_XX_happy,AudioWAV/1004_ITS_HAP_XX.wav,16000,45912,2.8695,2217ae241db73a734df9b334ea70028bfded7ca594d27ec0dc3f3cbb5d1cf29c
1004_ITS_XX_sad,AudioWAV/1004_ITS_SAD_XX.wav,16000,48048,3.003,6764beafb0c8be31776b2353591691a26fb5ca5d7af95489649611b9bb09190d
1004_IWL_XX_happy,AudioWAV/1004_IWL_HAP_XX.wav,16000,48048,3.003,8871d83ca0c8d85e42b306a1fbfa0297ed7dfb69cad08951831ef844881350b7
1004_IWL_XX_sad,AudioWAV/1004_IWL_SAD_XX.wav,16000,52853,3.3033125,6a1b97a24601d42f2941b723b6e0e862790e16e6a93530edb8a8a29ea2463904
1004_IWW_XX_happy,AudioWAV/1004_IWW_HAP_XX.wav,16000,52319,3.2699375,643346116eb3a73ebd92a70d8ab3b682ce755bbd9d92e0eee6be0c80b0177cab
1004_IWW_XX_sad,AudioWAV/1004_IWW_SAD_XX.wav,16000,45379,2.8361875,9906f6c5cf63291cf03335327dd08b29817ea1839d435e7029604545a2f15713
1004_MTI_XX_happy,AudioWAV/1004_MTI_HAP_XX.wav,16000,51251,3.2031875,4149e925b52a82410aeacabe786b6f4c11e9b05020cb48b6568167617b4b7f58
1004_MTI_XX_sad,AudioWAV/1004_MTI_SAD_XX.wav,16000,52853,3.3033125,ec56fd2866cc2c17eb2dda36c91a989ce3a6f3609cf5ad936cc9d48a88842de2
1004_TAI_XX_happy,AudioWAV/1004_TAI_HAP_XX.wav,16000,41642,2.602625,5be69a5d86c9346fe7ee46e5f7d1b9845b74d9cf7e6de2f9df8c4d4d6d40a498
1004_TAI_XX_sad,AudioWAV/1004_TAI_SAD_XX.wav,16000,54988,3.43675,468edc8731b558be358f38b190ab7647d9abf9019aa505fc191bbc37c73573ec
1004_TIE_XX_happy,AudioWAV/1004_TIE_HAP_XX.wav,16000,47514,2.969625,94a72c90d83f7202546a75c4f248d3e5d727247e928e3791c5077239ad515fd4
1004_TIE_XX_sad,AudioWAV/1004_TIE_SAD_XX.wav,16000,48048,3.003,05ad3f9fd3be4050c7fcec5ea1506ba3cd73052dd23f533df1041051e92860ea
1004_TSI_XX_happy,AudioWAV/1004_TSI_HAP_XX.wav,16000,37371,2.3356875,3bf490b8feada1a9ca346844f80ec171329dddd930da54224781e49850d4651b
1004_TSI_XX_sad,AudioWAV/1004_TSI_SAD_XX.wav,16000,38972,2.43575,15009f1f0aaa28905893ba89eb77ecf52ca67786c7a2430825afa8ed8ef8bb51
1004_WSI_XX_happy,AudioWAV/1004_WSI_HAP_XX.wav,16000,41108,2.56925,75c9a3a7cf2cb7690e1b72e9e63d4600874a8d9ee84d0b2cf5dcbcbabb35e418
1004_WSI_XX_sad,AudioWAV/1004_WSI_SAD_XX.wav,16000,59793,3.7370625,5344c7d138410588db8311905712a72574141decd83a9a9c5d0fe8cf29fc000c
1005_DFA_XX_happy,AudioWAV/1005_DFA_HAP_XX.wav,16000,41108,2.56925,ce3624c8291017f09ecb24528429b058c51d968be9c62594d680c079350cea71
1005_DFA_XX_sad,AudioWAV/1005_DFA_SAD_XX.wav,16000,48582,3.036375,c869ff1d7f539fd1160012f768c502d5728b2a77f1eeba8992b3abb4d7153ba3
1005_IOM_XX_happy,AudioWAV/1005_IOM_HAP_XX.wav,16000,50183,3.1364375,f5a08b2174ec0aa61437e9cea6feec9f1d69177d0b4089eb90adebb4c77768cc
1005_IOM_XX_sad,AudioWAV/1005_IOM_SAD_XX.wav,16000,48048,3.003,7f1f9d02f9623d520ea5d8f60903633c4b571d7ded4edc5b143c8392808506db
1005_ITH_XX_happy,AudioWAV/1005_ITH_HAP_XX.wav,16000,52319,3.2699375,9b1adb719c533f587b0355bb9a9a0ee9f42f684c2f53c16602e1b9a2ac61c25e
1005_ITH_XX_sad,AudioWAV/1005_ITH_SAD_XX.wav,16000,52319,3.2699375,421a6936f969d15fedebaf6788ec07b97a64da5594cb567065a76891ae36b1cc
1005_ITS_XX_happy,AudioWAV/1005_ITS_HAP_XX.wav,16000,47514,2.969625,1fff531523726011caf2ac6497a5e8ae2c259a334c8b02b6a87203f77e42bff2
1005_ITS_XX_sad,AudioWAV/1005_ITS_SAD_XX.wav,16000,35769,2.2355625,01cb516b3ede0e423fef2539313587721cb39dc5799c2022f752fbe39a83cc57
1005_IWL_XX_happy,AudioWAV/1005_IWL_HAP_XX.wav,16000,48048,3.003,9bc4bb12cec6b021dafdd4dd01d69c0f87a7a50f0f213c0bbd142b7c5c73ce66
1005_IWL_XX_sad,AudioWAV/1005_IWL_SAD_XX.wav,16000,59259,3.7036875,45a137e77b3e3e5761f435a3f3c78eed8d7876739431d51056620526572a995a
1005_IWW_XX_happy,AudioWAV/1005_IWW_HAP_XX.wav,16000,43243,2.7026875,53746b9bdf722b258864fa470e83757c34960cea44479f19d23d4797cf8077b3
1005_IWW_XX_sad,AudioWAV/1005_IWW_SAD_XX.wav,16000,37371,2.3356875,37b8a93318348203af35543783fbdda3ee81a918a02963a3f8f0c306eecdd3bc
1005_MTI_XX_happy,AudioWAV/1005_MTI_HAP_XX.wav,16000,56056,3.5035,1d3100d8ba117a305daf1c37e56a443672cd2651807aeaf0f36d6d61a0cc3910
1005_MTI_XX_sad,AudioWAV/1005_MTI_SAD_XX.wav,16000,49650,3.103125,150ae198a94852058e4e79457fbba7e473dddbab5c8aa07136ea4e3b4893d9b6
1005_TAI_XX_happy,AudioWAV/1005_TAI_HAP_XX.wav,16000,45379,2.8361875,c9028103f384494092c118dce0970b1f1ed854659a05110427c18b841ec5d459
1005_TAI_XX_sad,AudioWAV/1005_TAI_SAD_XX.wav,16000,58191,3.6369375,ad247582fc1d4b215a027cd86baa5b2965e0d5e8df5302efbc9942d484a7e5f9
1005_TIE_XX_happy,AudioWAV/1005_TIE_HAP_XX.wav,16000,67267,4.2041875,f2d5e2e1cc51ec6a29a301953597b3dd7b01c6233aef68715832e53152d05071
1005_TIE_XX_sad,AudioWAV/1005_TIE_SAD_XX.wav,16000,75275,4.7046875,4041419a5569696d14b1767e3eac44ff79d94db01cf564f5df13ec67da1bca3d
1005_TSI_XX_happy,AudioWAV/1005_TSI_HAP_XX.wav,16000,45379,2.8361875,1d323274289d97ff09ee2a337bc2c09cd6740762c6ad0321bba520d2116ccd22
1005_TSI_XX_sad,AudioWAV/1005_TSI_SAD_XX.wav,16000,52853,3.3033125,0a6cccee9715ed069d8e345ddf653a21f3466e207e56f866d862bba5d6c54130
1005_WSI_XX_happy,AudioWAV/1005_WSI_HAP_XX.wav,16000,43243,2.7026875,ce4eda8402e6d3b705c2de875abfa7e85672a3730ec663b340f6e6f36e5fc2a0
1005_WSI_XX_sad,AudioWAV/1005_WSI_SAD_XX.wav,16000,35769,2.2355625,db245e8054320a0e8ae64a0df6bde44c10c7158f12e174bf3f9d6a9f68454187
1006_DFA_XX_happy,AudioWAV/1006_DFA_HAP_XX.wav,16000,36837,2.3023125,2dc2fcf35696175951c9039af94255b90ea2fcd3609f5e26ad4973df103dca2a
1006_DFA_XX_sad,AudioWAV/1006_DFA_SAD_XX.wav,16000,42709,2.6693125,78bcfe4b5321e88ed051cf4d4a6d4bf19858b064b0584f775835b35784dc26d0
1006_IOM_XX_happy,AudioWAV/1006_IOM_HAP_XX.wav,16000,42709,2.6693125,8becbb8eb66da66d38de0fc0ae2a2fd98c0a4595bb44f92641e525e4fa4d46a5
1006_IOM_XX_sad,AudioWAV/1006_IOM_SAD_XX.wav,16000,48048,3.003,e3224785a5979a16f2499d6be01b9a60edfb61db0cc7df5a9d429477da20c6be
1006_ITH_XX_happy,AudioWAV/1006_ITH_HAP_XX.wav,16000,48582,3.036375,1545ec190f69a8bd8f3fee242b6132a1aa832d441cacdc7bb3718b1425dc3922
1006_ITH_XX_sad,AudioWAV/1006_ITH_SAD_XX.wav,16000,59259,3.7036875,1104d5e1f36e881f5ae1a6434da23979c3a9ad1e443d02af65dfccc74b0cce5f
1006_ITS_XX_happy,AudioWAV/1006_ITS_HAP_XX.wav,16000,44311,2.7694375,fa411c2661a31d7228d19f4a682c640d441a07bfc803f74b93ac52eee82acde6
1006_ITS_XX_sad,AudioWAV/1006_ITS_SAD_XX.wav,16000,49650,3.103125,4a190018ea7df71cc8374aa18f8417a90470fcbed6e48518720e37ed2900e705
1006_IWL_XX_happy,AudioWAV/1006_IWL_HAP_XX.wav,16000,45379,2.8361875,8c87a64cb858df23d05da00660425b5f38592062b81446510bce676194039efa
1006_IWL_XX_sad,AudioWAV/1006_IWL_SAD_XX.wav,16000,50183,3.1364375,28373d13a4eb9cd8df0228959b0c5fc180ed0005c50987d529f765ca53af6b22
1006_IWW_XX_happy,AudioWAV/1006_IWW_HAP_XX.wav,16000,44845,2.8028125,be18929dd2f10d2dddf70e1f40c07f171c17befbcf5a279e0013a4967b60d977
1006_IWW_XX_sad,AudioWAV/1006_IWW_SAD_XX.wav,16000,61395,3.8371875,34110e55e1aab131a744d4f65a06a71dc1ba13bbe393a9de853c0ca4f40abcfb
1006_MTI_XX_happy,AudioWAV/1006_MTI_HAP_XX.wav,16000,57658,3.603625,d525e04a355a7d963f80dae68b493d84f2cb20f3b0938a60992926451a00b39b
1006_MTI_XX_sad,AudioWAV/1006_MTI_SAD_XX.wav,16000,67801,4.2375625,0050cb22d399f587a674718a92c2dc31577a5b30b62895a5887494e422743bb8
1006_TAI_XX_happy,AudioWAV/1006_TAI_HAP_XX.wav,16000,62462,3.903875,63d0ef53414663f16ec98779ff9035ac2c9915475a7b1b5b1a3646661d2de74d
1006_TAI_XX_sad,AudioWAV/1006_TAI_SAD_XX.wav,16000,58191,3.6369375,81abd830581823e4f8f7e9ed6401d7810030cb923f1bb401cf42dc99af8749d3
1006_TIE_XX_happy,AudioWAV/1006_TIE_HAP_XX.wav,16000,39506,2.469125,776a8c973fd0e39a577e6432815d7c97924386dfc1df569e35894491ed029a7e
1006_TIE_XX_sad,AudioWAV/1006_TIE_SAD_XX.wav,16000,58725,3.6703125,293fefa8ccaa1188fae2757686cd7da532751cf8a660bf2370d15df486d50325
1006_TSI_XX_happy,AudioWAV/1006_TSI_HAP_XX.wav,16000,39506,2.469125,5afc563384195ede5ed2b93edef921fd21ec8784caaa2f45b8cdfeb79a6fdcaf
1006_TSI_XX_sad,AudioWAV/1006_TSI_SAD_XX.wav,16000,49116,3.06975,f40b2accd87da7081c3538d9027434e0612aee0ade67293691c78a780c24aa36
1006_WSI_XX_happy,AudioWAV/1006_WSI_HAP_XX.wav,16000,43777,2.7360625,3c494d4f5f9fcb551ddc53a665888b8a75d9a7be9126c70f3017d2a8ef214250
1006_WSI_XX_sad,AudioWAV/1006_WSI_SAD_XX.wav,16000,62462,3.903875,7a0cfff7e9fdbdf56455623ff22de701ea810384906f3ea4179e8c6306d663ff
1007_DFA_XX_happy,AudioWAV/1007_DFA_HAP_XX.wav,16000,35235,2.2021875,3143cda862e26fabae47955c859230c7f3b82c48f678c3f24f57e192c0afffb9
1007_DFA_XX_sad,AudioWAV/1007_DFA_SAD_XX.wav,16000,34701,2.1688125,92dedd5f1a56c98c237c1cfdafa8d5c0199f950e9d03cc329548b1aec022ab31
1007_IOM_XX_happy,AudioWAV/1007_IOM_HAP_XX.wav,16000,60861,3.8038125,c6ac484fbcdc87030978abc3ba2188b9f374978dfe32523d15a40de792da6440
1007_IOM_XX_sad,AudioWAV/1007_IOM_SAD_XX.wav,16000,43243,2.7026875,882c65b4e0457d243bf6c742fe446a5c5f194836798ad70cfff75a52bfacbc0d
1007_ITH_XX_happy,AudioWAV/1007_ITH_HAP_XX.wav,16000,51785,3.2365625,e2f648caeae5e975201f1335339adf53cf211f828814f35625bc5e7faa0f4ae0
1007_ITH_XX_sad,AudioWAV/1007_ITH_SAD_XX.wav,16000,57658,3.603625,8a3429feee08258b4f1888b3f8bcb5141fac543abae58541f38a2f23806c5506
1007_ITS_XX_happy,AudioWAV/1007_ITS_HAP_XX.wav,16000,35769,2.2355625,aa531ae6b03b6cf90c4b6117b842b997807e040ee6a5cfda5ccdeba47edd2f7f
1007_ITS_XX_sad,AudioWAV/1007_ITS_SAD_XX.wav,16000,58191,3.6369375,431b2852ad70441ccd59bf0ed3328124b656b63614a43d7817b25304be92e295
1007_IWL_XX_happy,AudioWAV/1007_IWL_HAP_XX.wav,16000,51251,3.2031875,d4a1268802727327a19e5559b2a96c8a08c11200367b58b1c7d1cf0af9028080
1007_IWL_XX_sad,AudioWAV/1007_IWL_SAD_XX.wav,16000,35769,2.2355625,7bc2649018b7f1fd21b82519850f48875bd139836ad97ace67f53bbcd2e6b62f
1007_IWW_XX_happy,AudioWAV/1007_IWW_HAP_XX.wav,16000,50717,3.1698125,fd54aae843c913c05cc3aade6e5d961600ed0f1d7956e80e3622db08218b5e8c
1007_IWW_XX_sad,AudioWAV/1007_IWW_SAD_XX.wav,16000,59793,3.7370625,186cfcca49349fa0e3785951b608b1ac517f4d0570782841c628d4e0a3225cce
1007_MTI_XX_happy,AudioWAV/1007_MTI_HAP_XX.wav,16000,53920,3.37,36c835710ed5ce379cdd071301a15603c345674ea5e457ca47d959a01cfbb279
1007_MTI_XX_sad,AudioWAV/1007_MTI_SAD_XX.wav,16000,54454,3.403375,5327a1aa092e3647f33c35aa31242de53c2de25f6ece948c26d9295006b20ebf
1007_TAI_XX_happy,AudioWAV/1007_TAI_HAP_XX.wav,16000,54454,3.403375,a90cf1dc0c413bd177ea147e2fa011c11822c76cc46d22fa9efb73d6e44e8613
1007_TAI_XX_sad,AudioWAV/1007_TAI_SAD_XX.wav,16000,46980,2.93625,4dafbede1f3746ba241860fc42301f454af9c4acf27235698440eefcc85a2614
1007_TIE_XX_happy,AudioWAV/1007_TIE_HAP_XX.wav,16000,42175,2.6359375,7b72c75310773d096c33729a7f61bb8fa7560f8697598c8fded3980f84fa6b63
1007_TIE_XX_sad,AudioWAV/1007_TIE_SAD_XX.wav,16000,60327,3.7704375,b0f3635613a7a4473bee6de2d122db15f3625263456fc3e28402545a6c07027b
1007_TSI_XX_happy,AudioWAV/1007_TSI_HAP_XX.wav,16000,33634,2.102125,aaa290cb17081e5120666346f0f8bc1d9b07bc02a01a60e7c5d9af3bacf3cdd6
1007_TSI_XX_sad,AudioWAV/1007_TSI_SAD_XX.wav,16000,50183,3.1364375,79d74963d7785f175223badf286645b75fd1d1665a8e38516ff74b7984cff6f8
