sample_id,pair_id,path,actor,statement,repetition,intensity,emotion
1006_IWW_XX_sad,1006_IWW_XX,AudioWAV/1006_IWW_SAD_XX.wav,1006,IWW,01,XX,sad
1006_MTI_XX_happy,1006_MTI_XX,AudioWAV/1006_MTI_HAP_XX.wav,1006,MTI,01,XX,happy
1006_MTI_XX_sad,1006_MTI_XX,AudioWAV/1006_MTI_SAD_XX.wav,1006,MTI,01,XX,sad
1006_TAI_XX_happy,1006_TAI_XX,AudioWAV/1006_TAI_HAP_XX.wav,1006,TAI,01,XX,happy
1006_TAI_XX_sad,1006_TAI_XX,AudioWAV/1006_TAI_SAD_XX.wav,1006,TAI,01,XX,sad
1006_TIE_XX_happy,1006_TIE_XX,AudioWAV/1006_TIE_HAP_XX.wav,1006,TIE,01,XX,happy
1006_TIE_XX_sad,1006_TIE_XX,AudioWAV/1006_TIE_SAD_XX.wav,1006,TIE,01,XX,sad
1006_TSI_XX_happy,1006_TSI_XX,AudioWAV/1006_TSI_HAP_XX.wav,1006,TSI,01,XX,happy
1006_TSI_XX_sad,1006_TSI_XX,AudioWAV/1006_TSI_SAD_XX.wav,1006,TSI,01,XX,sad
1006_WSI_XX_happy,1006_WSI_XX,AudioWAV/1006_WSI_HAP_XX.wav,1006,WSI,01,XX,happy
1006_WSI_XX_sad,1006_WSI_XX,AudioWAV/1006_WSI_SAD_XX.wav,1006,WSI,01,XX,sad
1007_DFA_XX_happy,1007_DFA_XX,AudioWAV/1007_DFA_HAP_XX.wav,1007,DFA,01,XX,happy
1007_DFA_XX_sad,1007_DFA_XX,AudioWAV/1007_DFA_SAD_XX.wav,1007,DFA,01,XX,sad
1007_IOM_XX_happy,1007_IOM_XX,AudioWAV/1007_IOM_HAP_XX.wav,1007,IOM,01,XX,happy
1007_IOM_XX_sad,1007_IOM_XX,AudioWAV/1007_IOM_SAD_XX.wav,1007,IOM,01,XX,sad
1007_ITH_XX_happy,1007_ITH_XX,AudioWAV/1007_ITH_HAP_XX.wav,1007,ITH,01,XX,happy
1007_ITH_XX_sad,1007_ITH_XX,AudioWAV/1007_ITH_SAD_XX.wav,1007,ITH,01,XX,sad
1007_ITS_XX_happy,1007_ITS_XX,AudioWAV/1007_ITS_HAP_XX.wav,1007,ITS,01,XX,happy
1007_ITS_XX_sad,1007_ITS_XX,AudioWAV/1007_ITS_SAD_XX.wav,1007,ITS,01,XX,sad
1007_IWL_XX_happy,1007_IWL_XX,AudioWAV/1007_IWL_HAP_XX.wav,1007,IWL,01,XX,happy
1007_IWL_XX_sad,1007_IWL_XX,AudioWAV/1007_IWL_SAD_XX.wav,1007,IWL,01,XX,sad
1007_IWW_XX_happy,1007_IWW_XX,AudioWAV/1007_IWW_HAP_XX.wav,1007,IWW,01,XX,happy
1007_IWW_XX_sad,1007_IWW_XX,AudioWAV/1007_IWW_SAD_XX.wav,1007,IWW,01,XX,sad
1007_MTI_XX_happy,1007_MTI_XX,AudioWAV/1007_MTI_HAP_XX.wav,1007,MTI,01,XX,happy
1007_MTI_XX_sad,1007_MTI_XX,AudioWAV/1007_MTI_SAD_XX.wav,1007,MTI,01,XX,sad
1007_TAI_XX_happy,1007_TAI_XX,AudioWAV/1007_TAI_HAP_XX.wav,1007,TAI,01,XX,happy
1007_TAI_XX_sad,1007_TAI_XX,AudioWAV/1007_TAI_SAD_XX.wav,1007,TAI,01,XX,sad
1007_TIE_XX_happy,1007_TIE_XX,AudioWAV/1007_TIE_HAP_XX.wav,1007,TIE,01,XX,happy
1007_TIE_XX_sad,1007_TIE_XX,AudioWAV/1007_TIE_SAD_XX.wav,1007,TIE,01,XX,sad
1007_TSI_XX_happy,1007_TSI_XX,AudioWAV/1007_TSI_HAP_XX.wav,1007,TSI,01,XX,happy
1007_TSI_XX_sad,1007_TSI_XX,AudioWAV/1007_TSI_SAD_XX.wav,1007,TSI,01,XX,sad
1007_WSI_XX_happy,1007_WSI_XX,AudioWAV/1007_WSI_HAP_XX.wav,1007,WSI,01,XX,happy
1007_WSI_XX_sad,1007_WSI_XX,AudioWAV/1007_WSI_SAD_XX.wav,1007,WSI,01,XX,sad
1010_DFA_XX_happy,1010_DFA_XX,AudioWAV/1010_DFA_HAP_XX.wav,1010,DFA,01,XX,happy
1010_DFA_XX_sad,1010_DFA_XX,AudioWAV/1010_DFA_SAD_XX.wav,1010,DFA,01,XX,sad
1010_IOM_XX_happy,1010_IOM_XX,AudioWAV/1010_IOM_HAP_XX.wav,1010,IOM,01,XX,happy
1010_IOM_XX_sad,1010_IOM_XX,AudioWAV/1010_IOM_SAD_XX.wav,1010,IOM,01,XX,sad
1010_ITH_XX_happy,1010_ITH_XX,AudioWAV/1010_ITH_HAP_XX.wav,1010,ITH,01,XX,happy
1010_ITH_XX_sad,1010_ITH_XX,AudioWAV/1010_ITH_SAD_XX.wav,1010,ITH,01,XX,sad
1010_ITS_XX_happy,1010_ITS_XX,AudioWAV/1010_ITS_HAP_XX.wav,1010,ITS,01,XX,happy
1010_ITS_XX_sad,1010_ITS_XX,AudioWAV/1010_ITS_SAD_XX.wav,1010,ITS,01,XX,sad
1010_IWL_XX_happy,1010_IWL_XX,AudioWAV/1010_IWL_HAP_XX.wav,1010,IWL,01,XX,happy
1010_IWL_XX_sad,1010_IWL_XX,AudioWAV/1010_IWL_SAD_XX.wav,1010,IWL,01,XX,sad
1010_IWW_XX_happy,1010_IWW_XX,AudioWAV/1010_IWW_HAP_XX.wav,1010,IWW,01,XX,happy
1010_IWW_XX_sad,1010_IWW_XX,AudioWAV/1010_IWW_SAD_XX.wav,1010,IWW,01,XX,sad
1010_MTI_XX_happy,1010_MTI_XX,AudioWAV/1010_MTI_HAP_XX.wav,1010,MTI,01,XX,happy
1010_MTI_XX_sad,1010_MTI_XX,AudioWAV/1010_MTI_SAD_XX.wav,1010,MTI,01,XX,sad
1010_TAI_XX_happy,1010_TAI_XX,AudioWAV/1010_TAI_HAP_XX.wav,1010,TAI,01,XX,happy
1010_TAI_XX_sad,1010_TAI_XX,AudioWAV/1010_TAI_SAD_XX.wav,1010,TAI,01,XX,sad
1010_TIE_XX_happy,1010_TIE_XX,AudioWAV/1010_TIE_HAP_XX.wav,1010,TIE,01,XX,happy
1010_TIE_XX_sad,1010_TIE_XX,AudioWAV/1010_TIE_SAD_XX.wav,1010,TIE,01,XX,sad
1010_TSI_XX_happy,1010_TSI_XX,AudioWAV/1010_TSI_HAP_XX.wav,1010,TSI,01,XX,happy
1010_TSI_XX_sad,1010_TSI_XX,AudioWAV/1010_TSI_SAD_XX.wav,1010,TSI,01,XX,sad
1010_WSI_XX_happy,1010_WSI_XX,AudioWAV/1010_WSI_HAP_XX.wav,1010,WSI,01,XX,happy
1010_WSI_XX_sad,1010_WSI_XX,AudioWAV/1010_WSI_SAD_XX.wav,1010,WSI,01,XX,sad
1011_DFA_XX_happy,1011_DFA_XX,AudioWAV/1011_DFA_HAP_XX.wav,1011,DFA,01,XX,happy
1011_DFA_XX_sad,1011_DFA_XX,AudioWAV/1011_DFA_SAD_XX.wav,1011,DFA,01,XX,sad
1011_IOM_XX_happy,1011_IOM_XX,AudioWAV/1011_IOM_HAP_XX.wav,1011,IOM,01,XX,happy
1011_IOM_XX_sad,1011_IOM_XX,AudioWAV/1011_IOM_SAD_XX.wav,1011,IOM,01,XX,sad
1011_ITH_XX_happy,1011_ITH_XX,AudioWAV/1011_ITH_HAP_XX.wav,1011,ITH,01,XX,happy
1011_ITH_XX_sad,1011_ITH_XX,AudioWAV/1011_ITH_SAD_XX.wav,1011,ITH,01,XX,sad
1011_ITS_XX_happy,1011_ITS_XX,AudioWAV/1011_ITS_HAP_XX.wav,1011,ITS,01,XX,happy
1011_ITS_XX_sad,1011_ITS_XX,AudioWAV/1011_ITS_SAD_XX.wav,1011,ITS,01,XX,sad
1011_IWL_XX_happy,1011_IWL_XX,AudioWAV/1011_IWL_HAP_XX.wav,1011,IWL,01,XX,happy
1011_IWL_XX_sad,1011_IWL_XX,AudioWAV/1011_IWL_SAD_XX.wav,1011,IWL,01,XX,sad
1011_IWW_XX_happy,1011_IWW_XX,AudioWAV/1011_IWW_HAP_XX.wav,1011,IWW,01,XX,happy
1011_IWW_XX_sad,1011_IWW_XX,AudioWAV/1011_IWW_SAD_XX.wav,1011,IWW,01,XX,sad
1011_MTI_XX_happy,1011_MTI_XX,AudioWAV/1011_MTI_HAP_XX.wav,1011,MTI,01,XX,happy
1011_MTI_XX_sad,1011_MTI_XX,AudioWAV/1011_MTI_SAD_XX.wav,1011,MTI,01,XX,sad
1011_TAI_XX_happy,1011_TAI_XX,AudioWAV/1011_TAI_HAP_XX.wav,1011,TAI,01,XX,happy
1011_TAI_XX_sad,1011_TAI_XX,AudioWAV/1011_TAI_SAD_XX.wav,1011,TAI,01,XX,sad
1011_TIE_XX_happy,1011_TIE_XX,AudioWAV/1011_TIE_HAP_XX.wav,1011,TIE,01,XX,happy
1011_TIE_XX_sad,1011_TIE_XX,AudioWAV/1011_TIE_SAD_XX.wav,1011,TIE,01,XX,sad
1011_TSI_XX_happy,1011_TSI_XX,AudioWAV/1011_TSI_HAP_XX.wav,1011,TSI,01,XX,happy
1011_TSI_XX_sad,1011_TSI_XX,AudioWAV/1011_TSI_SAD_XX.wav,1011,TSI,01,XX,sad
1011_WSI_XX_happy,1011_WSI_XX,AudioWAV/1011_WSI_HAP_XX.wav,1011,WSI,01,XX,happy
1011_WSI_XX_sad,1011_WSI_XX,AudioWAV/1011_WSI_SAD_XX.wav,1011,WSI,01,XX,sad
1012_DFA_XX_happy,1012_DFA_XX,AudioWAV/1012_DFA_HAP_XX.wav,1012,DFA,01,XX,happy
1012_DFA_XX_sad,1012_DFA_XX,AudioWAV/1012_DFA_SAD_XX.wav,1012,DFA,01,XX,sad
1012_IOM_XX_happy,1012_IOM_XX,AudioWAV/1012_IOM_HAP_XX.wav,1012,IOM,01,XX,happy
1012_IOM_XX_sad,1012_IOM_XX,AudioWAV/1012_IOM_SAD_XX.wav,1012,IOM,01,XX,sad
1012_ITH_XX_happy,1012_ITH_XX,AudioWAV/1012_ITH_HAP_XX.wav,1012,ITH,01,XX,happy
1012_ITH_XX_sad,1012_ITH_XX,AudioWAV/1012_ITH_SAD_XX.wav,1012,ITH,01,XX,sad
1012_ITS_XX_happy,1012_ITS_XX,AudioWAV/1012_ITS_HAP_XX.wav,1012,ITS,01,XX,happy
1012_ITS_XX_sad,1012_ITS_XX,AudioWAV/1012_ITS_SAD_XX.wav,1012,ITS,01,XX,sad
1012_IWL_XX_happy,1012_IWL_XX,AudioWAV/1012_IWL_HAP_XX.wav,1012,IWL,01,XX,happy
1012_IWL_XX_sad,1012_IWL_XX,AudioWAV/1012_IWL_SAD_XX.wav,1012,IWL,01,XX,sad
1012_IWW_XX_happy,1012_IWW_XX,AudioWAV/1012_IWW_HAP_XX.wav,1012,IWW,01,XX,happy
1012_IWW_XX_sad,1012_IWW_XX,AudioWAV/1012_IWW_SAD_XX.wav,1012,IWW,01,XX,sad
1012_MTI_XX_happy,1012_MTI_XX,AudioWAV/1012_MTI_HAP_XX.wav,1012,MTI,01,XX,happy
1012_MTI_XX_sad,1012_MTI_XX,AudioWAV/1012_MTI_SAD_XX.wav,1012,MTI,01,XX,sad
1012_TAI_XX_happy,1012_TAI_XX,AudioWAV/1012_TAI_HAP_XX.wav,1012,TAI,01,XX,happy
1012_TAI_XX_sad,1012_TAI_XX,AudioWAV/1012_TAI_SAD_XX.wav,1012,TAI,01,XX,sad
1012_TIE_XX_happy,1012_TIE_XX,AudioWAV/1012_TIE_HAP_XX.wav,1012,TIE,01,XX,happy
1012_TIE_XX_sad,1012_TIE_XX,AudioWAV/1012_TIE_SAD_XX.wav,1012,TIE,01,XX,sad
1012_TSI_XX_happy,1012_TSI_XX,AudioWAV/1012_TSI_HAP_XX.wav,1012,TSI,01,XX,happy
1012_TSI_XX_sad,1012_TSI_XX,AudioWAV/1012_TSI_SAD_XX.wav,1012,TSI,01,XX,sad
1012_WSI_XX_happy,1012_WSI_XX,AudioWAV/1012_WSI_HAP_XX.wav,1012,WSI,01,XX,happy
1012_WSI_XX_sad,1012_WSI_XX,AudioWAV/1012_WSI_SAD_XX.wav,1012,WSI,01,XX,sad
1013_DFA_XX_happy,1013_DFA_XX,AudioWAV/1013_DFA_HAP_XX.wav,1013,DFA,01,XX,happy
1013_DFA_XX_sad,1013_DFA_XX,AudioWAV/1013_DFA_SAD_XX.wav,1013,DFA,01,XX,sad
1013_IOM_XX_happy,1013_IOM_XX,AudioWAV/1013_IOM_HAP_XX.wav,1013,IOM,01,XX,happy
1013_IOM_XX_sad,1013_IOM_XX,AudioWAV/1013_IOM_SAD_XX.wav,1013,IOM,01,XX,sad
