condition_id,pair_id,actor,statement,repetition,intensity,happy_score,sad_score,pair_margin_happy_minus_sad,pair_direction_positive,pair_direction_tie
lower_prompt__lower_spaced,pair_0055,14,02,02,01,-3.447568893432617,-4.014885902404785,0.567317008972168,True,False
lower_prompt__lower_spaced,pair_0056,15,01,01,01,-4.423004150390625,-4.1859636306762695,-0.23704051971435547,False,False
lower_prompt__lower_spaced,pair_0057,15,01,02,01,-4.687744140625,-4.440961837768555,-0.2467823028564453,False,False
lower_prompt__lower_spaced,pair_0058,15,02,01,01,-3.916487693786621,-3.556668281555176,-0.3598194122314453,False,False
lower_prompt__lower_spaced,pair_0059,15,02,02,01,-3.772671699523926,-4.339550971984863,0.5668792724609375,True,False
lower_prompt__lower_spaced,pair_0060,16,01,01,01,-4.982254981994629,-4.922610282897949,-0.05964469909667969,False,False
lower_prompt__lower_spaced,pair_0061,16,01,02,01,-4.892178535461426,-4.323540687561035,-0.5686378479003906,False,False
lower_prompt__lower_spaced,pair_0062,16,02,01,01,-3.7180700302124023,-3.663114547729492,-0.054955482482910156,False,False
lower_prompt__lower_spaced,pair_0063,16,02,02,01,-3.3988561630249023,-3.8940982818603516,0.4952421188354492,True,False
lower_prompt__lower_spaced,pair_0064,17,01,01,01,-4.62608528137207,-4.649530410766602,0.02344512939453125,True,False
lower_prompt__lower_spaced,pair_0065,17,01,02,01,-4.523975372314453,-4.532740592956543,0.008765220642089844,True,False
lower_prompt__lower_spaced,pair_0066,17,02,01,01,-4.015872955322266,-4.2820281982421875,0.2661552429199219,True,False
lower_prompt__lower_spaced,pair_0067,17,02,02,01,-3.914544105529785,-3.6746606826782227,-0.2398834228515625,False,False
lower_prompt__lower_spaced,pair_0068,18,01,01,01,-4.207343101501465,-4.436831474304199,0.22948837280273438,True,False
lower_prompt__lower_spaced,pair_0069,18,01,02,01,-3.9475650787353516,-4.614835739135742,0.6672706604003906,True,False
lower_prompt__lower_spaced,pair_0070,18,02,01,01,-4.026142120361328,-4.28987979888916,0.26373767852783203,True,False
lower_prompt__lower_spaced,pair_0071,18,02,02,01,-4.499789237976074,-4.013117790222168,-0.48667144775390625,False,False
lower_prompt__lower_spaced,pair_0072,19,01,01,01,-4.673996925354004,-4.938426971435547,0.26443004608154297,True,False
lower_prompt__lower_spaced,pair_0073,19,01,02,01,-4.93891716003418,-4.616763114929199,-0.32215404510498047,False,False
lower_prompt__lower_spaced,pair_0074,19,02,01,01,-4.310296058654785,-5.320590019226074,1.010293960571289,True,False
lower_prompt__lower_spaced,pair_0075,19,02,02,01,-3.460012435913086,-3.3873367309570312,-0.07267570495605469,False,False
lower_prompt__lower_spaced,pair_0076,20,01,01,01,-4.770774841308594,-4.9596662521362305,0.18889141082763672,True,False
lower_prompt__lower_spaced,pair_0077,20,01,02,01,-4.392534255981445,-4.2554426193237305,-0.13709163665771484,False,False
lower_prompt__lower_spaced,pair_0078,20,02,01,01,-3.7021484375,-3.6912498474121094,-0.010898590087890625,False,False
lower_prompt__lower_spaced,pair_0079,20,02,02,01,-4.033019065856934,-3.832221031188965,-0.20079803466796875,False,False
lower_prompt__lower_spaced,pair_0080,21,01,01,01,-4.410100936889648,-4.364805221557617,-0.04529571533203125,False,False
lower_prompt__lower_spaced,pair_0081,21,01,02,01,-4.415444374084473,-4.409974098205566,-0.00547027587890625,False,False
lower_prompt__lower_spaced,pair_0082,21,02,01,01,-3.9816761016845703,-3.5789947509765625,-0.4026813507080078,False,False
lower_prompt__lower_spaced,pair_0083,21,02,02,01,-3.4947738647460938,-3.6467790603637695,0.15200519561767578,True,False
lower_prompt__lower_spaced,pair_0084,22,01,01,01,-4.74564266204834,-4.977901458740234,0.23225879669189453,True,False
lower_prompt__lower_spaced,pair_0085,22,01,02,01,-4.226788520812988,-4.628761291503906,0.40197277069091797,True,False
lower_prompt__lower_spaced,pair_0086,22,02,01,01,-3.7730770111083984,-3.832263946533203,0.05918693542480469,True,False
lower_prompt__lower_spaced,pair_0087,22,02,02,01,-3.8068361282348633,-3.69100284576416,-0.11583328247070312,False,False
lower_prompt__lower_spaced,pair_0088,23,01,01,01,-4.592045783996582,-4.272977828979492,-0.31906795501708984,False,False
lower_prompt__lower_spaced,pair_0089,23,01,02,01,-4.690301895141602,-4.614926338195801,-0.07537555694580078,False,False
lower_prompt__lower_spaced,pair_0090,23,02,01,01,-4.070577621459961,-3.615610122680664,-0.4549674987792969,False,False
lower_prompt__lower_spaced,pair_0091,23,02,02,01,-3.6981143951416016,-3.3629837036132812,-0.3351306915283203,False,False
lower_prompt__lower_spaced,pair_0092,24,01,01,01,-4.28885555267334,-4.9491119384765625,0.6602563858032227,True,False
lower_prompt__lower_spaced,pair_0093,24,01,02,01,-4.39454460144043,-4.854656219482422,0.4601116180419922,True,False
lower_prompt__lower_spaced,pair_0094,24,02,01,01,-3.8711442947387695,-3.825709342956543,-0.04543495178222656,False,False
lower_prompt__lower_spaced,pair_0095,24,02,02,01,-3.879375457763672,-3.807724952697754,-0.07165050506591797,False,False
lower_prompt__upper_spaced,pair_0000,01,01,01,01,7.434963226318359,7.362438201904297,0.0725250244140625,True,False
lower_prompt__upper_spaced,pair_0001,01,01,02,01,7.3967132568359375,7.086505889892578,0.3102073669433594,True,False
lower_prompt__upper_spaced,pair_0002,01,02,01,01,7.867118835449219,8.440109252929688,-0.5729904174804688,False,False
lower_prompt__upper_spaced,pair_0003,01,02,02,01,7.726650238037109,7.727210998535156,-0.000560760498046875,False,False
lower_prompt__upper_spaced,pair_0004,02,01,01,01,7.276905059814453,7.089729309082031,0.18717575073242188,True,False
lower_prompt__upper_spaced,pair_0005,02,01,02,01,7.119789123535156,7.246742248535156,-0.126953125,False,False
lower_prompt__upper_spaced,pair_0006,02,02,01,01,7.271930694580078,7.597236633300781,-0.3253059387207031,False,False
lower_prompt__upper_spaced,pair_0007,02,02,02,01,7.568656921386719,8.018146514892578,-0.4494895935058594,False,False
lower_prompt__upper_spaced,pair_0008,03,01,01,01,6.607143402099609,7.344551086425781,-0.7374076843261719,False,False
lower_prompt__upper_spaced,pair_0009,03,01,02,01,7.05157470703125,7.45526123046875,-0.4036865234375,False,False
lower_prompt__upper_spaced,pair_0010,03,02,01,01,7.720912933349609,7.8078460693359375,-0.08693313598632812,False,False
lower_prompt__upper_spaced,pair_0011,03,02,02,01,7.961280822753906,8.375419616699219,-0.4141387939453125,False,False
lower_prompt__upper_spaced,pair_0012,04,01,01,01,7.184032440185547,7.241111755371094,-0.057079315185546875,False,False
lower_prompt__upper_spaced,pair_0013,04,01,02,01,6.8953399658203125,7.272663116455078,-0.3773231506347656,False,False
lower_prompt__upper_spaced,pair_0014,04,02,01,01,7.102302551269531,7.854209899902344,-0.7519073486328125,False,False
lower_prompt__upper_spaced,pair_0015,04,02,02,01,7.098743438720703,7.428489685058594,-0.3297462463378906,False,False
lower_prompt__upper_spaced,pair_0016,05,01,01,01,6.859580993652344,7.417102813720703,-0.5575218200683594,False,False
lower_prompt__upper_spaced,pair_0017,05,01,02,01,7.362979888916016,7.163448333740234,0.19953155517578125,True,False
lower_prompt__upper_spaced,pair_0018,05,02,01,01,7.704891204833984,8.4000244140625,-0.6951332092285156,False,False
lower_prompt__upper_spaced,pair_0019,05,02,02,01,7.714702606201172,7.3458709716796875,0.3688316345214844,True,False
lower_prompt__upper_spaced,pair_0020,06,01,01,01,7.0314483642578125,6.966876983642578,0.06457138061523438,True,False
lower_prompt__upper_spaced,pair_0021,06,01,02,01,7.069347381591797,7.325553894042969,-0.2562065124511719,False,False
lower_prompt__upper_spaced,pair_0022,06,02,01,01,7.63116455078125,7.897060394287109,-0.2658958435058594,False,False
lower_prompt__upper_spaced,pair_0023,06,02,02,01,8.108345031738281,8.130168914794922,-0.021823883056640625,False,False
lower_prompt__upper_spaced,pair_0024,07,01,01,01,7.47662353515625,7.252216339111328,0.22440719604492188,True,False
lower_prompt__upper_spaced,pair_0025,07,01,02,01,6.700077056884766,6.882122039794922,-0.18204498291015625,False,False
lower_prompt__upper_spaced,pair_0026,07,02,01,01,7.673305511474609,7.932071685791016,-0.25876617431640625,False,False
lower_prompt__upper_spaced,pair_0027,07,02,02,01,7.673305511474609,7.576835632324219,0.09646987915039062,True,False
lower_prompt__upper_spaced,pair_0028,08,01,01,01,7.673213958740234,6.916950225830078,0.7562637329101562,True,False
lower_prompt__upper_spaced,pair_0029,08,01,02,01,7.321506500244141,8.62796401977539,-1.30645751953125,False,False
lower_prompt__upper_spaced,pair_0030,08,02,01,01,6.902366638183594,9.538623809814453,-2.6362571716308594,False,False
lower_prompt__upper_spaced,pair_0031,08,02,02,01,7.310436248779297,6.717742919921875,0.5926933288574219,True,False
lower_prompt__upper_spaced,pair_0032,09,01,01,01,7.866230010986328,6.908992767333984,0.9572372436523438,True,False
lower_prompt__upper_spaced,pair_0033,09,01,02,01,8.623542785644531,8.167804718017578,0.4557380676269531,True,False
lower_prompt__upper_spaced,pair_0034,09,02,01,01,7.317211151123047,8.091133117675781,-0.7739219665527344,False,False
lower_prompt__upper_spaced,pair_0035,09,02,02,01,8.291587829589844,8.6878662109375,-0.39627838134765625,False,False
lower_prompt__upper_spaced,pair_0036,10,01,01,01,7.171512603759766,6.639774322509766,0.53173828125,True,False
lower_prompt__upper_spaced,pair_0037,10,01,02,01,7.233844757080078,6.859840393066406,0.3740043640136719,True,False
lower_prompt__upper_spaced,pair_0038,10,02,01,01,9.464279174804688,6.978809356689453,2.4854698181152344,True,False
lower_prompt__upper_spaced,pair_0039,10,02,02,01,7.7025146484375,7.7433929443359375,-0.0408782958984375,False,False
lower_prompt__upper_spaced,pair_0040,11,01,01,01,7.100566864013672,7.694828033447266,-0.5942611694335938,False,False
lower_prompt__upper_spaced,pair_0041,11,01,02,01,7.366558074951172,6.774971008300781,0.5915870666503906,True,False
lower_prompt__upper_spaced,pair_0042,11,02,01,01,8.266498565673828,7.890834808349609,0.37566375732421875,True,False
lower_prompt__upper_spaced,pair_0043,11,02,02,01,7.828517913818359,7.002109527587891,0.8264083862304688,True,False
lower_prompt__upper_spaced,pair_0044,12,01,01,01,7.115161895751953,7.0076446533203125,0.10751724243164062,True,False
lower_prompt__upper_spaced,pair_0045,12,01,02,01,7.172187805175781,7.248252868652344,-0.0760650634765625,False,False
lower_prompt__upper_spaced,pair_0046,12,02,01,01,7.964893341064453,7.9409942626953125,0.023899078369140625,True,False
lower_prompt__upper_spaced,pair_0047,12,02,02,01,8.27823257446289,8.30038833618164,-0.02215576171875,False,False
lower_prompt__upper_spaced,pair_0048,13,01,01,01,7.1013336181640625,7.4901123046875,-0.3887786865234375,False,False
lower_prompt__upper_spaced,pair_0049,13,01,02,01,7.1667327880859375,7.531879425048828,-0.3651466369628906,False,False
lower_prompt__upper_spaced,pair_0050,13,02,01,01,7.993434906005859,7.420879364013672,0.5725555419921875,True,False
lower_prompt__upper_spaced,pair_0051,13,02,02,01,8.466861724853516,7.9136962890625,0.5531654357910156,True,False
lower_prompt__upper_spaced,pair_0052,14,01,01,01,7.228874206542969,6.925540924072266,0.3033332824707031,True,False
lower_prompt__upper_spaced,pair_0053,14,01,02,01,7.350028991699219,6.875782012939453,0.4742469787597656,True,False
lower_prompt__upper_spaced,pair_0054,14,02,01,01,7.629772186279297,8.161407470703125,-0.5316352844238281,False,False
lower_prompt__upper_spaced,pair_0055,14,02,02,01,7.9250030517578125,7.7328338623046875,0.192169189453125,True,False
lower_prompt__upper_spaced,pair_0056,15,01,01,01,7.294559478759766,7.463588714599609,-0.16902923583984375,False,False
lower_prompt__upper_spaced,pair_0057,15,01,02,01,7.2705841064453125,7.29852294921875,-0.0279388427734375,False,False
lower_prompt__upper_spaced,pair_0058,15,02,01,01,7.3088836669921875,7.918849945068359,-0.6099662780761719,False,False
lower_prompt__upper_spaced,pair_0059,15,02,02,01,8.179428100585938,8.562957763671875,-0.3835296630859375,False,False
lower_prompt__upper_spaced,pair_0060,16,01,01,01,7.2887420654296875,7.012077331542969,0.27666473388671875,True,False
lower_prompt__upper_spaced,pair_0061,16,01,02,01,7.1854705810546875,7.551002502441406,-0.36553192138671875,False,False
lower_prompt__upper_spaced,pair_0062,16,02,01,01,8.222347259521484,8.294334411621094,-0.07198715209960938,False,False
lower_prompt__upper_spaced,pair_0063,16,02,02,01,8.003536224365234,6.89508056640625,1.1084556579589844,True,False
lower_prompt__upper_spaced,pair_0064,17,01,01,01,7.096435546875,6.913230895996094,0.18320465087890625,True,False
lower_prompt__upper_spaced,pair_0065,17,01,02,01,7.150447845458984,6.9284515380859375,0.22199630737304688,True,False
lower_prompt__upper_spaced,pair_0066,17,02,01,01,8.399223327636719,8.37176513671875,0.02745819091796875,True,False
lower_prompt__upper_spaced,pair_0067,17,02,02,01,8.721786499023438,7.931171417236328,0.7906150817871094,True,False
lower_prompt__upper_spaced,pair_0068,18,01,01,01,6.990623474121094,7.132350921630859,-0.14172744750976562,False,False
lower_prompt__upper_spaced,pair_0069,18,01,02,01,7.019954681396484,7.112339019775391,-0.09238433837890625,False,False
lower_prompt__upper_spaced,pair_0070,18,02,01,01,7.2548828125,8.171188354492188,-0.9163055419921875,False,False
lower_prompt__upper_spaced,pair_0071,18,02,02,01,10.074165344238281,7.671821594238281,2.40234375,True,False
lower_prompt__upper_spaced,pair_0072,19,01,01,01,7.043785095214844,7.301090240478516,-0.2573051452636719,False,False
lower_prompt__upper_spaced,pair_0073,19,01,02,01,7.275962829589844,7.3678131103515625,-0.09185028076171875,False,False
lower_prompt__upper_spaced,pair_0074,19,02,01,01,8.370277404785156,8.736015319824219,-0.3657379150390625,False,False
lower_prompt__upper_spaced,pair_0075,19,02,02,01,7.556037902832031,7.979644775390625,-0.42360687255859375,False,False
lower_prompt__upper_spaced,pair_0076,20,01,01,01,6.795413970947266,6.793895721435547,0.00151824951171875,True,False
lower_prompt__upper_spaced,pair_0077,20,01,02,01,7.459327697753906,7.962127685546875,-0.5027999877929688,False,False
lower_prompt__upper_spaced,pair_0078,20,02,01,01,7.424724578857422,8.878997802734375,-1.4542732238769531,False,False
lower_prompt__upper_spaced,pair_0079,20,02,02,01,7.987678527832031,6.917331695556641,1.0703468322753906,True,False
lower_prompt__upper_spaced,pair_0080,21,01,01,01,6.7611083984375,6.728878021240234,0.032230377197265625,True,False
lower_prompt__upper_spaced,pair_0081,21,01,02,01,7.180839538574219,6.723419189453125,0.45742034912109375,True,False
lower_prompt__upper_spaced,pair_0082,21,02,01,01,7.6224517822265625,7.140079498291016,0.4823722839355469,True,False
lower_prompt__upper_spaced,pair_0083,21,02,02,01,7.397220611572266,7.1003875732421875,0.2968330383300781,True,False
lower_prompt__upper_spaced,pair_0084,22,01,01,01,7.2334442138671875,7.459697723388672,-0.22625350952148438,False,False
lower_prompt__upper_spaced,pair_0085,22,01,02,01,7.44696044921875,7.477313995361328,-0.030353546142578125,False,False
lower_prompt__upper_spaced,pair_0086,22,02,01,01,8.00937271118164,7.731281280517578,0.2780914306640625,True,False
lower_prompt__upper_spaced,pair_0087,22,02,02,01,7.938133239746094,8.380985260009766,-0.4428520202636719,False,False
lower_prompt__upper_spaced,pair_0088,23,01,01,01,7.183509826660156,7.348358154296875,-0.16484832763671875,False,False
lower_prompt__upper_spaced,pair_0089,23,01,02,01,7.355335235595703,7.201789855957031,0.15354537963867188,True,False
lower_prompt__upper_spaced,pair_0090,23,02,01,01,9.132328033447266,8.280040740966797,0.8522872924804688,True,False
lower_prompt__upper_spaced,pair_0091,23,02,02,01,9.216514587402344,7.326526641845703,1.8899879455566406,True,False
lower_prompt__upper_spaced,pair_0092,24,01,01,01,7.301212310791016,7.1100616455078125,0.19115066528320312,True,False
lower_prompt__upper_spaced,pair_0093,24,01,02,01,7.133777618408203,7.5597991943359375,-0.4260215759277344,False,False
lower_prompt__upper_spaced,pair_0094,24,02,01,01,7.9276123046875,7.383426666259766,0.5441856384277344,True,False
lower_prompt__upper_spaced,pair_0095,24,02,02,01,7.826972961425781,8.055126190185547,-0.22815322875976562,False,False
upper_prompt__lower_spaced,pair_0000,01,01,01,01,-4.591666221618652,-4.472489356994629,-0.11917686462402344,False,False
upper_prompt__lower_spaced,pair_0001,01,01,02,01,-4.798404693603516,-4.813971519470215,0.015566825866699219,True,False
upper_prompt__lower_spaced,pair_0002,01,02,01,01,-3.5345849990844727,-3.9419307708740234,0.4073457717895508,True,False
upper_prompt__lower_spaced,pair_0003,01,02,02,01,-3.505197525024414,-3.6038923263549805,0.0986948013305664,True,False
upper_prompt__lower_spaced,pair_0004,02,01,01,01,-4.263077735900879,-4.868227958679199,0.6051502227783203,True,False
upper_prompt__lower_spaced,pair_0005,02,01,02,01,-4.474987983703613,-4.697235107421875,0.22224712371826172,True,False
upper_prompt__lower_spaced,pair_0006,02,02,01,01,-3.509410858154297,-3.7750329971313477,0.2656221389770508,True,False
upper_prompt__lower_spaced,pair_0007,02,02,02,01,-3.4080142974853516,-3.481151580810547,0.07313728332519531,True,False
upper_prompt__lower_spaced,pair_0008,03,01,01,01,-4.6990766525268555,-4.584709167480469,-0.11436748504638672,False,False
upper_prompt__lower_spaced,pair_0009,03,01,02,01,-4.718825340270996,-4.377321243286133,-0.3415040969848633,False,False
upper_prompt__lower_spaced,pair_0010,03,02,01,01,-3.6949405670166016,-3.369936943054199,-0.32500362396240234,False,False
upper_prompt__lower_spaced,pair_0011,03,02,02,01,-3.524916648864746,-3.331448554992676,-0.1934680938720703,False,False
upper_prompt__lower_spaced,pair_0012,04,01,01,01,-4.60272216796875,-4.86676025390625,0.2640380859375,True,False
upper_prompt__lower_spaced,pair_0013,04,01,02,01,-4.569594383239746,-4.604325294494629,0.03473091125488281,True,False
upper_prompt__lower_spaced,pair_0014,04,02,01,01,-3.60355281829834,-3.570380210876465,-0.033172607421875,False,False
upper_prompt__lower_spaced,pair_0015,04,02,02,01,-3.383668899536133,-3.8085575103759766,0.42488861083984375,True,False
upper_prompt__lower_spaced,pair_0016,05,01,01,01,-4.557374954223633,-4.1966753005981445,-0.3606996536254883,False,False
upper_prompt__lower_spaced,pair_0017,05,01,02,01,-4.383160591125488,-4.558968544006348,0.17580795288085938,True,False
upper_prompt__lower_spaced,pair_0018,05,02,01,01,-3.2867136001586914,-3.481125831604004,0.1944122314453125,True,False
upper_prompt__lower_spaced,pair_0019,05,02,02,01,-3.475557327270508,-3.286849021911621,-0.18870830535888672,False,False
upper_prompt__lower_spaced,pair_0020,06,01,01,01,-4.214652061462402,-4.5241241455078125,0.30947208404541016,True,False
upper_prompt__lower_spaced,pair_0021,06,01,02,01,-4.255986213684082,-4.614282608032227,0.35829639434814453,True,False
upper_prompt__lower_spaced,pair_0022,06,02,01,01,-3.60214900970459,-3.4650402069091797,-0.13710880279541016,False,False
upper_prompt__lower_spaced,pair_0023,06,02,02,01,-3.457305908203125,-3.655154228210449,0.19784832000732422,True,False
upper_prompt__lower_spaced,pair_0024,07,01,01,01,-4.384676933288574,-4.167214393615723,-0.21746253967285156,False,False
upper_prompt__lower_spaced,pair_0025,07,01,02,01,-4.604062080383301,-4.69654655456543,0.0924844741821289,True,False
upper_prompt__lower_spaced,pair_0026,07,02,01,01,-3.780055046081543,-3.6308679580688477,-0.1491870880126953,False,False
upper_prompt__lower_spaced,pair_0027,07,02,02,01,-3.780055046081543,-3.5695104598999023,-0.21054458618164062,False,False
upper_prompt__lower_spaced,pair_0028,08,01,01,01,-3.8731565475463867,-5.036440849304199,1.1632843017578125,True,False
upper_prompt__lower_spaced,pair_0029,08,01,02,01,-4.52496337890625,-4.290679931640625,-0.234283447265625,False,False
upper_prompt__lower_spaced,pair_0030,08,02,01,01,-3.895021438598633,-2.657559394836426,-1.237462043762207,False,False
upper_prompt__lower_spaced,pair_0031,08,02,02,01,-3.8123226165771484,-3.2720603942871094,-0.5402622222900391,False,False
upper_prompt__lower_spaced,pair_0032,09,01,01,01,-4.663867950439453,-4.710247039794922,0.04637908935546875,True,False
upper_prompt__lower_spaced,pair_0033,09,01,02,01,-5.057775497436523,-4.275130271911621,-0.7826452255249023,False,False
upper_prompt__lower_spaced,pair_0034,09,02,01,01,-3.9641294479370117,-3.9166259765625,-0.04750347137451172,False,False
upper_prompt__lower_spaced,pair_0035,09,02,02,01,-3.5423583984375,-4.2842559814453125,0.7418975830078125,True,False
upper_prompt__lower_spaced,pair_0036,10,01,01,01,-4.150799751281738,-4.659659385681152,0.5088596343994141,True,False
upper_prompt__lower_spaced,pair_0037,10,01,02,01,-4.401799201965332,-4.394582748413086,-0.007216453552246094,False,False
upper_prompt__lower_spaced,pair_0038,10,02,01,01,-3.654937744140625,-2.5697383880615234,-1.0851993560791016,False,False
upper_prompt__lower_spaced,pair_0039,10,02,02,01,-3.549689292907715,-3.347116470336914,-0.20257282257080078,False,False
upper_prompt__lower_spaced,pair_0040,11,01,01,01,-4.229231834411621,-4.656560897827148,0.42732906341552734,True,False
upper_prompt__lower_spaced,pair_0041,11,01,02,01,-4.719846725463867,-4.969707489013672,0.2498607635498047,True,False
upper_prompt__lower_spaced,pair_0042,11,02,01,01,-3.6003055572509766,-3.486928939819336,-0.11337661743164062,False,False
